Reg. č.,Program zkratka,Obor zkr. zkratka,Typ studia,Forma,Datum přijetí př.,Školné zapl.,Potvrzení zájmu,KA - obec,KA - stát,Rozh. o přijetí - kód,Rozh. o přijetí - název,Datum zápisu,Studium,ID přihlášky,Program název,Pohlaví
66255,N-EGS,,Magisterský navazující,prezenční,19. 01. 2020,,ne,Praha (Břevnov),Česká republika,20,20 - Nepřijat -- PZ,,ne,144553,Environmental Geosciences,žena
66684,N-ENVA,,Magisterský navazující,prezenční,20. 01. 2020,,ne,Praha (Břevnov),Česká republika,20,20 - Nepřijat -- PZ,,ne,144554,Environmental Modelling,žena
60951,N-EGS,,Magisterský navazující,prezenční,01. 12. 2019,20000,ano,Praha,Česká republika,10,10 - Přijat,23.09.2020,ano,144867,Environmental Geosciences,žena
62182,N-NCO,,Magisterský navazující,prezenční,14. 12. 2019,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,144868,Nature Conservation,žena
63768,N-EGS,,Magisterský navazující,prezenční,29. 12. 2019,,ne,piranshahr,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,142704,Environmental Geosciences,muž
99432,B-BGISRS,,Bakalářský,prezenční,28. 05. 2020,0,ano,Dublin,Irsko,10,10 - Přijat,23.11.2020,ano,166381,Geographic information systems and Remote sensing in Environmental Sciences,muž
66187,N-KI,LPAO,Magisterský navazující,prezenční,19. 01. 2020,12500,ano,ISLAMABAD,Pákistánská islámská republika,10,10 - Přijat,22.12.2020,ano,143840,Krajinné inženýrství,žena
64283,N-NCO,,Magisterský navazující,prezenční,05. 01. 2020,,ne,IKORODU,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,142705,Nature Conservation,žena
64743,N-NCO,,Magisterský navazující,prezenční,09. 01. 2020,12500,ano,Puchheim,Spolková republika Německo,10,10 - Přijat,23.09.2020,ano,142865,Nature Conservation,žena
98233,N-ENVA,,Magisterský navazující,prezenční,27. 05. 2020,,ne,Jhelum,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,166403,Environmental Modelling,muž
65638,B-BEDS,,Bakalářský,prezenční,15. 01. 2020,,ne,Libreville,Gabonská republika,20,20 - Nepřijat -- PZ,,ne,143399,Environmental Data Science,muž
67238,N-KI,LPAO,Magisterský navazující,prezenční,25. 01. 2020,,ne,Navrongo,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,144275,Krajinné inženýrství,žena
61731,N-NCO,,Magisterský navazující,prezenční,09. 12. 2019,0,ne,Bangalore,Indická republika,10,10 - Přijat,,ne,142706,Nature Conservation,muž
64630,N-NCO,,Magisterský navazující,prezenční,08. 01. 2020,,ne,Takoradi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142866,Nature Conservation,muž
74394,N-EGS,,Magisterský navazující,prezenční,20. 02. 2020,,ne,Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,150604,Environmental Geosciences,muž
59244,N-NCO,,Magisterský navazující,prezenční,06. 11. 2019,12285.12,ano,THESSALONIKI,Řecká republika,10,10 - Přijat,25.09.2020,ano,142867,Nature Conservation,žena
59369,B-BEDS,,Bakalářský,prezenční,10. 11. 2019,,ne,Narsingdi,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,142305,Environmental Data Science,muž
69169,N-EGS,,Magisterský navazující,prezenční,30. 01. 2020,,ne,Skopje,Republika Severní Makedonie,20,20 - Nepřijat -- PZ,,ne,144869,Environmental Geosciences,žena
69185,N-ENVA,,Magisterský navazující,prezenční,30. 01. 2020,12500,ano,Skopje,Republika Severní Makedonie,10,10 - Přijat,23.09.2020,ano,144870,Environmental Modelling,žena
97153,B-BGISRS,,Bakalářský,prezenční,21. 05. 2020,,ne,Vienna,Rakouská republika,20,20 - Nepřijat -- PZ,,ne,166382,Geographic information systems and Remote sensing in Environmental Sciences,muž
57024,N-KI,LPAO,Magisterský navazující,prezenční,05. 10. 2019,,ne,HELMYET EL ZAITOUN,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,143841,Krajinné inženýrství,muž
69705,B-BEDS,,Bakalářský,prezenční,31. 01. 2020,,ne,Histevarz,Republika Tádžikistán,20,20 - Nepřijat -- PZ,,ne,144778,Environmental Data Science,muž
97056,B-BEDS,,Bakalářský,prezenční,20. 05. 2020,0,ne,"Al Faysaliya district, Jeddah",Saúdskoarabské království,10,10 - Přijat,,ne,166383,Environmental Data Science,žena
62210,N-KI,LPAO,Magisterský navazující,prezenční,14. 12. 2019,,ne,Istanbul,Turecká republika,20,20 - Nepřijat -- PZ,,ne,143842,Krajinné inženýrství,žena
66642,N-EGS,,Magisterský navazující,prezenční,20. 01. 2020,,ne,Lagos,Ostatní,20,20 - Nepřijat -- PZ,,ne,144871,Environmental Geosciences,žena
79572,N-KI,LPAO,Magisterský navazující,prezenční,09. 03. 2020,,ne,Dhaka,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,150605,Krajinné inženýrství,žena
97431,N-ENVA,,Magisterský navazující,prezenční,25. 05. 2020,,ne,Tehran,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,166404,Environmental Modelling,muž
78255,N-ENVA,,Magisterský navazující,prezenční,04. 03. 2020,,ne,Liepāja,Lotyšská republika,20,20 - Nepřijat -- PZ,,ne,150606,Environmental Modelling,muž
63271,B-BEE,,Bakalářský,prezenční,22. 12. 2019,7500,ano,Jakarta,Indonéská republika,10,10 - Přijat,05.01.2021,ano,142598,Environmental Engineering,muž
60628,N-KI,LPAO,Magisterský navazující,prezenční,26. 11. 2019,12500,ano,15th may city - Cairo,Egyptská arabská republika,10,10 - Přijat,20.01.2021,ano,142868,Krajinné inženýrství,muž
99372,B-BEE,,Bakalářský,prezenční,28. 05. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,166384,Environmental Engineering,muž
76594,N-NCO,,Magisterský navazující,prezenční,27. 02. 2020,12500,ano,Praha,Česká republika,10,10 - Přijat,30.09.2020,ano,150607,Nature Conservation,žena
65660,B-BEE,,Bakalářský,prezenční,16. 01. 2020,,ne,PONDICHERRY,Indická republika,20,20 - Nepřijat -- PZ,,ne,143400,Environmental Engineering,muž
94429,N-KI,LPAO,Magisterský navazující,prezenční,22. 04. 2020,12500,ano,Maragheh,Íránská islámská republika,10,10 - Přijat,,ne,165925,Krajinné inženýrství,žena
94950,B-BEDS,,Bakalářský,prezenční,30. 04. 2020,,ne,Březová-Oleško (Březová),Česká republika,20,20 - Nepřijat -- PZ,,ne,166279,Environmental Data Science,žena
62940,B-BEE,,Bakalářský,prezenční,18. 12. 2019,,ne,Nakawuka,Ugandská republika,20,20 - Nepřijat -- PZ,,ne,142599,Environmental Engineering,žena
67280,N-EGS,,Magisterský navazující,prezenční,25. 01. 2020,,ne,Karaj,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,144276,Environmental Geosciences,muž
65379,N-EGS,,Magisterský navazující,prezenční,13. 01. 2020,19917.3,ano,Baku,Ázerbájdžánská republika,10,10 - Přijat,02.12.2020,ano,143058,Environmental Geosciences,muž
67307,B-BGISRS,,Bakalářský,prezenční,26. 01. 2020,,ne,South West Region,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,144601,Geographic information systems and Remote sensing in Environmental Sciences,muž
66650,B-BEDS,,Bakalářský,prezenční,20. 01. 2020,,ne,Douala,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,144486,Environmental Data Science,muž
66973,B-BEE,,Bakalářský,prezenční,23. 01. 2020,,ne,Douala,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,144487,Environmental Engineering,muž
96413,B-BEDS,,Bakalářský,prezenční,15. 05. 2020,,ne,Hai Duong,Vietnamská socialistická republika,20,20 - Nepřijat -- PZ,,ne,164717,Environmental Data Science,žena
94860,B-BEE,,Bakalářský,prezenční,29. 04. 2020,,ne,Hai Phong,Vietnamská socialistická republika,20,20 - Nepřijat -- PZ,,ne,164265,Environmental Engineering,žena
76959,B-BEDS,,Bakalářský,prezenční,28. 02. 2020,,ne,Praha (Suchdol),Česká republika,20,20 - Nepřijat -- PZ,,ne,149836,Environmental Data Science,žena
66387,B-BGISRS,,Bakalářský,prezenční,19. 01. 2020,,ne,Hanoi,Vietnamská socialistická republika,20,20 - Nepřijat -- PZ,,ne,144748,Geographic information systems and Remote sensing in Environmental Sciences,žena
60005,B-BEE,,Bakalářský,prezenční,19. 11. 2019,7500,ano,Sofia,Bulharská republika,10,10 - Přijat,12.01.2021,ano,144020,Environmental Engineering,žena
67168,B-BEE,,Bakalářský,prezenční,25. 01. 2020,,ne,XUZHOU,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,144602,Environmental Engineering,muž
84844,B-BEE,,Bakalářský,prezenční,24. 03. 2020,,ne,XUZHOU,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,153867,Environmental Engineering,muž
68976,B-BEE,,Bakalářský,prezenční,30. 01. 2020,,ne,Doaula,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,144756,Environmental Engineering,muž
69624,B-BEDS,,Bakalářský,prezenční,31. 01. 2020,,ne,Doaula,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,144757,Environmental Data Science,muž
60285,N-NCO,,Magisterský navazující,prezenční,21. 11. 2019,,ne,Konongo,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142707,Nature Conservation,muž
80599,B-BEE,,Bakalářský,prezenční,13. 03. 2020,,ne,Kigali,Rwandská republika,20,20 - Nepřijat -- PZ,,ne,154930,Environmental Engineering,muž
65323,N-ENVA,,Magisterský navazující,prezenční,13. 01. 2020,,ne,"Tafo, Kumasi",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,143059,Environmental Modelling,žena
66721,N-EGS,,Magisterský navazující,prezenční,21. 01. 2020,,ne,"Tema, community 9",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,144277,Environmental Geosciences,muž
95769,B-BEE,,Bakalářský,prezenční,10. 05. 2020,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,164718,Environmental Engineering,muž
64016,N-ENVA,,Magisterský navazující,prezenční,02. 01. 2020,,ne,"Obanikoro, Lagos State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,143843,Environmental Modelling,muž
74301,N-NCO,,Magisterský navazující,prezenční,19. 02. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,150608,Nature Conservation,žena
63025,N-ENVA,,Magisterský navazující,prezenční,19. 12. 2019,,ne,Legon-Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142869,Environmental Modelling,muž
84662,N-ENVA,,Magisterský navazující,prezenční,24. 03. 2020,,ne,"EHIME MBANO, IMO STATE OF NIGERIA",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,153618,Environmental Modelling,muž
57487,N-EGS,,Magisterský navazující,prezenční,12. 10. 2019,,ne,Dnipro,Ukrajina,20,20 - Nepřijat -- PZ,,ne,144278,Environmental Geosciences,muž
59487,B-BEE,,Bakalářský,prezenční,11. 11. 2019,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,144749,Environmental Engineering,muž
59467,B-BEDS,,Bakalářský,prezenční,11. 11. 2019,,ne,Ashiaman,Ostatní,20,20 - Nepřijat -- PZ,,ne,144750,Environmental Data Science,žena
58925,N-KI,LPAO,Magisterský navazující,prezenční,01. 11. 2019,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142708,Krajinné inženýrství,žena
57706,N-EGS,,Magisterský navazující,prezenční,15. 10. 2019,,ne,Tema,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142709,Environmental Geosciences,žena
57327,B-BEE,,Bakalářský,prezenční,09. 10. 2019,,ne,"TRIQ BURMARRAD, SAN PAWL IL-BAHAR",Maltská republika,20,20 - Nepřijat -- PZ,,ne,142306,Environmental Engineering,muž
68294,N-EGS,,Magisterský navazující,prezenční,28. 01. 2020,,ne,KOLOLI,Gambijská republika,20,20 - Nepřijat -- PZ,,ne,144872,Environmental Geosciences,muž
68973,N-NCO,,Magisterský navazující,prezenční,30. 01. 2020,,ne,KOLOLI,Gambijská republika,20,20 - Nepřijat -- PZ,,ne,144873,Nature Conservation,muž
62192,N-ENVA,,Magisterský navazující,prezenční,14. 12. 2019,,ne,Umuahia,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,142710,Environmental Modelling,muž
67164,B-BEE,,Bakalářský,prezenční,24. 01. 2020,,ne,ABULE IROKO,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144603,Environmental Engineering,muž
96641,N-EGS,,Magisterský navazující,prezenční,16. 05. 2020,,ne,FCT Abuja,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,166044,Environmental Geosciences,muž
81062,B-BGISRS,,Bakalářský,prezenční,15. 03. 2020,,ne,Osogbo,Ostatní,20,20 - Nepřijat -- PZ,,ne,151055,Geographic information systems and Remote sensing in Environmental Sciences,žena
67094,N-EGS,,Magisterský navazující,prezenční,24. 01. 2020,,ne,LAGOS NIGERIA,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144874,Environmental Geosciences,muž
60737,N-EGS,,Magisterský navazující,prezenční,28. 11. 2019,,ne,Lomnava Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142712,Environmental Geosciences,žena
57828,N-EGS,,Magisterský navazující,prezenční,16. 10. 2019,,ne,Fumesua-Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142711,Environmental Geosciences,muž
57089,B-BEE,,Bakalářský,prezenční,07. 10. 2019,7419.36,ano,Guatemala City,Guatemalská republika,10,10 - Přijat,15.10.2020,ano,142307,Environmental Engineering,muž
56984,B-BEDS,,Bakalářský,prezenční,04. 10. 2019,10000,ano,Sharm el Sheikh,Egyptská arabská republika,10,10 - Přijat,,ne,143021,Environmental Data Science,muž
75497,B-BGISRS,,Bakalářský,prezenční,24. 02. 2020,,ne,IKPOBA OKHA,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,149837,Geographic information systems and Remote sensing in Environmental Sciences,muž
94459,B-BGISRS,,Bakalářský,prezenční,23. 04. 2020,,ne,BENIN CITY,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,164266,Geographic information systems and Remote sensing in Environmental Sciences,muž
65762,N-ENVA,,Magisterský navazující,prezenční,17. 01. 2020,,ne,Tizi-Ouzou,Alžírská lidová demokratická republika,20,20 - Nepřijat -- PZ,,ne,144875,Environmental Modelling,muž
61226,B-BEE,,Bakalářský,prezenční,04. 12. 2019,0,ne,Ankara,Turecká republika,10,10 - Přijat,,ne,144021,Environmental Engineering,žena
65775,N-ENVA,,Magisterský navazující,prezenční,17. 01. 2020,,ne,Abeokuta,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,143844,Environmental Modelling,muž
60885,N-NCO,,Magisterský navazující,prezenční,30. 11. 2019,,ne,IBADAN,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,142713,Nature Conservation,muž
75950,B-BEE,,Bakalářský,prezenční,25. 02. 2020,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,149838,Environmental Engineering,muž
96978,N-KI,LPAO,Magisterský navazující,prezenční,19. 05. 2020,,ne,Doha,Stát Katar,20,20 - Nepřijat -- PZ,,ne,166302,Krajinné inženýrství,muž
66809,N-ENVA,,Magisterský navazující,prezenční,21. 01. 2020,,ne,"Tunde Oyinbola Close, Abule Iroko Ajegunle Ota Ogun State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,144279,Environmental Modelling,muž
66898,N-NCO,,Magisterský navazující,prezenční,22. 01. 2020,,ne,Kigali,Rwandská republika,20,20 - Nepřijat -- PZ,,ne,144575,Nature Conservation,muž
65435,N-NCO,,Magisterský navazující,prezenční,14. 01. 2020,,ne,KIGALI,Rwandská republika,20,20 - Nepřijat -- PZ,,ne,143845,Nature Conservation,muž
99758,B-BEE,,Bakalářský,prezenční,01. 06. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,166637,Environmental Engineering,muž
80468,N-LWM,,Magisterský navazující,prezenční,12. 03. 2020,0,ne,"Calgary, Alberta",Kanada,10,10 - Přijat,,ne,163359,Land and Water Management,žena
95956,N-NCO,,Magisterský navazující,prezenční,11. 05. 2020,0,ne,"Calgary, Alberta",Kanada,10,10 - Přijat,,ne,165926,Nature Conservation,žena
64236,N-NCO,,Magisterský navazující,prezenční,04. 01. 2020,,ne,"Vadodara, Gujarat, India",Indická republika,20,20 - Nepřijat -- PZ,,ne,144876,Nature Conservation,muž
64237,N-ENVA,,Magisterský navazující,prezenční,04. 01. 2020,,ne,"Vadodara, Gujarat, India",Indická republika,20,20 - Nepřijat -- PZ,,ne,144877,Environmental Modelling,muž
73775,N-KI,LPAO,Magisterský navazující,prezenční,18. 02. 2020,12500,ano,Bogota,Kolumbijská republika,10,10 - Přijat,16.12.2020,ano,150609,Krajinné inženýrství,muž
67130,N-NCO,,Magisterský navazující,prezenční,24. 01. 2020,0,ne,Vitoria-Gasteiz,Španělské království,10,10 - Přijat,,ne,144878,Nature Conservation,žena
66485,N-NCO,,Magisterský navazující,prezenční,19. 01. 2020,12500,ano,Posušje,Bosna a Hercegovina,10,10 - Přijat,23.09.2020,ano,144879,Nature Conservation,žena
75677,N-NCO,,Magisterský navazující,prezenční,25. 02. 2020,12500,ano,"Hanover, MD USA",Spojené státy americké,10,10 - Přijat,,ne,156326,Nature Conservation,žena
87231,B-BGISRS,,Bakalářský,prezenční,27. 03. 2020,0,ne,Perm,Ruská federace,10,10 - Přijat,,ne,154931,Geographic information systems and Remote sensing in Environmental Sciences,muž
68161,B-BEE,,Bakalářský,prezenční,28. 01. 2020,7500,ano,Kouřim,Česká republika,10,10 - Přijat,22.09.2020,ano,144604,Environmental Engineering,žena
69267,B-BGISRS,,Bakalářský,prezenční,31. 01. 2020,,ne,Hanoi,Vietnamská socialistická republika,20,20 - Nepřijat -- PZ,,ne,144751,Geographic information systems and Remote sensing in Environmental Sciences,žena
95441,N-NCO,,Magisterský navazující,prezenční,05. 05. 2020,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,166405,Nature Conservation,žena
67946,B-BEE,,Bakalářský,prezenční,27. 01. 2020,,ne,Ton Thong Mueang Lamphun District,Thajské království,20,20 - Nepřijat -- PZ,,ne,144605,Environmental Engineering,muž
74680,N-KI,LPAO,Magisterský navazující,prezenční,21. 02. 2020,,ne,Tehran,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,150610,Krajinné inženýrství,muž
94930,N-ENVA,,Magisterský navazující,prezenční,30. 04. 2020,0,ano,Jakarta,Indonéská republika,10,10 - Přijat,,ne,165927,Environmental Modelling,žena
78792,B-BEDS,,Bakalářský,prezenční,06. 03. 2020,,ne,Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,154932,Environmental Data Science,muž
62538,N-NCO,,Magisterský navazující,prezenční,17. 12. 2019,0,ne,Chuncheon,Korejská republika,10,10 - Přijat,,ne,144576,Nature Conservation,žena
96410,N-KI,LPAO,Magisterský navazující,prezenční,14. 05. 2020,,ne,Úvaly,Česká republika,20,20 - Nepřijat -- PZ,,ne,166503,Krajinné inženýrství,žena
64035,B-BEDS,,Bakalářský,prezenční,02. 01. 2020,10000,ano,Praha,Česká republika,10,10 - Přijat,22.09.2020,ano,142600,Environmental Data Science,žena
57265,N-EGS,,Magisterský navazující,prezenční,09. 10. 2019,,ne,Beirut- bir hassan- shatek al aaj building- 3rd floor,Libanonská republika,20,20 - Nepřijat -- PZ,,ne,143846,Environmental Geosciences,muž
67211,N-KI,LPAO,Magisterský navazující,prezenční,25. 01. 2020,,ne,Erbil,Irácká republika,20,20 - Nepřijat -- PZ,,ne,144880,Krajinné inženýrství,muž
99112,N-KI,LPAO,Magisterský navazující,prezenční,28. 05. 2020,12500,ano,Erbil,Irácká republika,10,10 - Přijat,25.08.2021,ano,166406,Krajinné inženýrství,muž
78241,N-EGS,,Magisterský navazující,prezenční,04. 03. 2020,,ne,Děčín VII-Chrochvice,Česká republika,20,20 - Nepřijat -- PZ,,ne,150611,Environmental Geosciences,žena
62134,N-NCO,,Magisterský navazující,prezenční,12. 12. 2019,,ne,Comilla,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,144577,Nature Conservation,muž
65685,N-EGS,,Magisterský navazující,prezenční,16. 01. 2020,,ne,Effiduase Ashanti,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,144280,Environmental Geosciences,žena
82469,N-NCO,,Magisterský navazující,prezenční,19. 03. 2020,12500,ano,Zaporizhzhia,Ukrajina,10,10 - Přijat,11.12.2020,ano,154006,Nature Conservation,žena
56981,N-NCO,,Magisterský navazující,prezenční,05. 10. 2019,,ne,Varaždin,Chorvatská republika,20,20 - Nepřijat -- PZ,,ne,144881,Nature Conservation,žena
65795,N-EGS,,Magisterský navazující,prezenční,17. 01. 2020,20000,ano,Varaždin,Chorvatská republika,10,10 - Přijat,06.10.2020,ano,144882,Environmental Geosciences,žena
68906,N-KI,LPAO,Magisterský navazující,prezenční,30. 01. 2020,,ne,Kigali,Rwandská republika,20,20 - Nepřijat -- PZ,,ne,144883,Krajinné inženýrství,muž
61373,N-NCO,,Magisterský navazující,prezenční,07. 12. 2019,,ne,Tuobodom- Techiman,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,142714,Nature Conservation,muž
67148,N-ENVA,,Magisterský navazující,prezenční,24. 01. 2020,,ne,Faridabad,Indická republika,20,20 - Nepřijat -- PZ,,ne,144884,Environmental Modelling,žena
85197,N-KI,LPAO,Magisterský navazující,prezenční,25. 03. 2020,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,159032,Krajinné inženýrství,žena
63914,B-BGISRS,,Bakalářský,prezenční,31. 12. 2019,7500,ano,Praha (Smíchov),Česká republika,10,10 - Přijat,14.10.2020,ano,142777,Geographic information systems and Remote sensing in Environmental Sciences,žena
61825,N-NCO,,Magisterský navazující,prezenční,09. 12. 2019,12500,ano,Lima,Peruánská republika,10,10 - Přijat,27.08.2021,ano,144281,Nature Conservation,muž
68745,N-EGS,,Magisterský navazující,prezenční,30. 01. 2020,,ne,Lima,Peruánská republika,20,20 - Nepřijat -- PZ,,ne,144578,Environmental Geosciences,muž
85222,N-LWM,,Magisterský navazující,prezenční,25. 03. 2020,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,163360,Land and Water Management,muž
64889,N-NCO,,Magisterský navazující,prezenční,09. 01. 2020,,ne,Moscow,Ruská federace,20,20 - Nepřijat -- PZ,,ne,142870,Nature Conservation,žena
65674,B-BGISRS,,Bakalářský,prezenční,16. 01. 2020,,ne,Pondicherry,Indická republika,20,20 - Nepřijat -- PZ,,ne,144022,Geographic information systems and Remote sensing in Environmental Sciences,žena
66618,B-BEDS,,Bakalářský,prezenční,20. 01. 2020,,ne,Sharm el Sheikh,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,144023,Environmental Data Science,muž
65138,B-BEDS,,Bakalářský,prezenční,11. 01. 2020,,ne,Shiraz,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,144115,Environmental Data Science,muž
63298,N-NCO,,Magisterský navazující,prezenční,23. 12. 2019,0,ano,Dhaka,Bangladéšská lidová republika,10,10 - Přijat,,ne,143847,Nature Conservation,muž
61077,B-BEE,,Bakalářský,prezenční,03. 12. 2019,,ne,Ahmedabad,Indická republika,20,20 - Nepřijat -- PZ,,ne,142542,Environmental Engineering,muž
85982,N-ENVA,,Magisterský navazující,prezenční,26. 03. 2020,0,ne,Guntur,Indická republika,10,10 - Přijat,,ne,154007,Environmental Modelling,žena
57926,N-KI,LPAO,Magisterský navazující,prezenční,18. 10. 2019,12500,ano,Nizhniy Novgorod,Ruská federace,10,10 - Přijat,22.12.2020,ano,144282,Krajinné inženýrství,žena
82994,B-BGISRS,,Bakalářský,prezenční,20. 03. 2020,,ne,Wroclaw,Polská republika,20,20 - Nepřijat -- PZ,,ne,152662,Geographic information systems and Remote sensing in Environmental Sciences,muž
59565,B-BEE,,Bakalářský,prezenční,12. 11. 2019,,ne,Ghaziabad,Indická republika,20,20 - Nepřijat -- PZ,,ne,144489,Environmental Engineering,muž
99672,B-BEE,,Bakalářský,prezenční,29. 05. 2020,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,166385,Environmental Engineering,muž
84347,B-BEDS,,Bakalářský,prezenční,23. 03. 2020,10000,ano,Tomsk,Ruská federace,10,10 - Přijat,18.12.2020,ano,153868,Environmental Data Science,muž
60604,N-NCO,,Magisterský navazující,prezenční,25. 11. 2019,,ne,Douala,Ostatní,20,20 - Nepřijat -- PZ,,ne,142715,Nature Conservation,žena
63386,B-BEE,,Bakalářský,prezenční,24. 12. 2019,0,ne,Dumaguete City,Filipínská republika,10,10 - Přijat,,ne,142543,Environmental Engineering,žena
61224,N-ENVA,,Magisterský navazující,prezenční,04. 12. 2019,,ne,Tianjin,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,142716,Environmental Modelling,muž
94678,B-BEDS,,Bakalářský,prezenční,27. 04. 2020,,ne,Dharuhera,Indická republika,20,20 - Nepřijat -- PZ,,ne,166386,Environmental Data Science,muž
59503,B-BEDS,,Bakalářský,prezenční,13. 11. 2019,,ne,Kasoa,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,144752,Environmental Data Science,žena
85970,B-BEE,,Bakalářský,prezenční,26. 03. 2020,7500,ano,Bradlec,Česká republika,10,10 - Přijat,22.09.2020,ano,160775,Environmental Engineering,žena
95997,B-BGISRS,,Bakalářský,prezenční,12. 05. 2020,,ne,Melbourne,Austrálie,20,20 - Nepřijat -- PZ,,ne,166387,Geographic information systems and Remote sensing in Environmental Sciences,muž
56885,B-BEE,,Bakalářský,prezenční,04. 10. 2019,7500,ano,Colorado Springs,Spojené státy americké,10,10 - Přijat,20.10.2020,ano,142308,Environmental Engineering,muž
74493,B-BEE,,Bakalářský,prezenční,20. 02. 2020,,ne,Swindon,Spojené království Velké Británie a Severního Irska,20,20 - Nepřijat -- PZ,,ne,149839,Environmental Engineering,žena
60903,B-BEDS,,Bakalářský,prezenční,01. 12. 2019,,ne,South-West region,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,142544,Environmental Data Science,muž
60924,B-BEE,,Bakalářský,prezenční,01. 12. 2019,,ne,South-West region,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,142545,Environmental Engineering,muž
63297,B-BEE,,Bakalářský,prezenční,23. 12. 2019,,ne,ABEOKUTA,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,142546,Environmental Engineering,žena
64397,N-ENVA,,Magisterský navazující,prezenční,06. 01. 2020,,ne,Damascus Suburb,Syrská arabská republika,20,20 - Nepřijat -- PZ,,ne,142717,Environmental Modelling,žena
57667,N-KI,LPAO,Magisterský navazující,prezenční,14. 10. 2019,,ne,Abeookuta,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,142718,Krajinné inženýrství,muž
64722,N-ENVA,,Magisterský navazující,prezenční,09. 01. 2020,11983.12,ano,Voronezh,Ruská federace,10,10 - Přijat,,ne,142871,Environmental Modelling,muž
63364,N-KI,LPAO,Magisterský navazující,prezenční,23. 12. 2019,,ne,kairouan tunisia,Tuniská republika,20,20 - Nepřijat -- PZ,,ne,144885,Krajinné inženýrství,žena
65136,B-BEE,,Bakalářský,prezenční,11. 01. 2020,,ne,Vienna,Rakouská republika,20,20 - Nepřijat -- PZ,,ne,143295,Environmental Engineering,žena
