Reg. č.,Program zkratka,Obor zkr. zkratka,Typ studia,Forma,Datum přijetí př.,Školné zapl.,Potvrzení zájmu,KA - obec,KA - stát,Rozh. o přijetí - kód,Rozh. o přijetí - název,Datum zápisu,Studium,ID přihlášky,Program název,Pohlaví
11291,B-BEE,,Bakalářský,prezenční,01. 12. 2020,,ne,"Bosque Esmeralda, Atizapán de Zaragoza",Spojené státy mexické,20,20 - Nepřijat -- PZ,,ne,177299,Environmental Engineering,muž
61350,B-BEDS,,Bakalářský,prezenční,03. 10. 2020,,ne,Abeokuta,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,175940,Environmental Data Science,muž
10289,B-BGISRS,,Bakalářský,prezenční,05. 11. 2020,,ne,Abeokuta,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,179958,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
24366,N-LPA,,Magisterský navazující,prezenční,28. 02. 2021,0,ne,Caloocan City,Filipínská republika,10,10 - Přijat,,ne,190375,Landscape Planning,muž
13981,N-LPA,,Magisterský navazující,prezenční,12. 01. 2021,,ne,Sulaymaniyah,Irácká republika,20,20 - Nepřijat -- PZ,,ne,178038,Landscape Planning,muž
68688,N-NCO,,Magisterský navazující,prezenční,06. 10. 2020,14659.16,ano,Haldenwang,Spolková republika Německo,10,10 - Přijat,13.10.2021,ano,178478,Nature Conservation,žena
13614,B-BGISRS,,Bakalářský,prezenční,09. 01. 2021,,ne,Ras Sadr,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,179602,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
29716,N-EGS,,Magisterský navazující,prezenční,16. 03. 2021,,ne,Ras Sadr,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,200778,Environmental Geosciences,muž
23604,N-ENVA,,Magisterský navazující,prezenční,26. 02. 2021,,ne,Baku,Ázerbájdžánská republika,20,20 - Nepřijat -- PZ,,ne,190376,Environmental Modelling,žena
41831,N-LWM,,Magisterský navazující,prezenční,01. 04. 2021,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,201441,Land and Water Management,muž
27029,B-BEDS,,Bakalářský,prezenční,09. 03. 2021,9747.97,ano,Praha,Česká republika,10,10 - Přijat,05.10.2021,ano,186667,Environmental Data Science,žena
28958,N-NCO,,Magisterský navazující,prezenční,15. 03. 2021,15000,ano,Locarno,Švýcarská konfederace,10,10 - Přijat,22.09.2021,ano,197533,Nature Conservation,žena
11035,N-EGS,,Magisterský navazující,prezenční,28. 11. 2020,,ne,Ejura,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,176427,Environmental Geosciences,muž
10443,B-BEE,,Bakalářský,prezenční,15. 11. 2020,,ne,Mount Lebanon,Libanonská republika,20,20 - Nepřijat -- PZ,,ne,176015,Environmental Engineering,muž
15112,N-EGS,,Magisterský navazující,prezenční,19. 01. 2021,,ne,Rouhia,Tuniská republika,20,20 - Nepřijat -- PZ,,ne,181017,Environmental Geosciences,žena
14857,B-BEE,,Bakalářský,prezenční,18. 01. 2021,0,ano,Ufa,Ruská federace,10,10 - Přijat,,ne,178178,Environmental Engineering,muž
23066,N-EGS,,Magisterský navazující,prezenční,25. 02. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,190377,Environmental Geosciences,žena
42546,B-BEDS,,Bakalářský,prezenční,11. 04. 2021,,ne,"Festac town, Lagos",Ostatní,20,20 - Nepřijat -- PZ,,ne,201347,Environmental Data Science,muž
17028,N-ENVA,,Magisterský navazující,prezenční,31. 01. 2021,13696.81,ano,"6th of October, Giza",Egyptská arabská republika,10,10 - Přijat,01.11.2021,ano,179998,Environmental Modelling,muž
16603,N-EGS,,Magisterský navazující,prezenční,28. 01. 2021,19212.09,ano,Municipio Dosquebradas,Kolumbijská republika,10,10 - Přijat,,ne,179639,Environmental Geosciences,žena
42423,N-NCO,,Magisterský navazující,prezenční,09. 04. 2021,14443.16,ano,Bogota,Kolumbijská republika,10,10 - Přijat,,ne,200974,Nature Conservation,žena
37962,N-LPA,,Magisterský navazující,prezenční,30. 03. 2021,0,ne,Cajicá,Kolumbijská republika,10,10 - Přijat,,ne,201148,Landscape Planning,žena
21684,N-ENVA,,Magisterský navazující,prezenční,21. 02. 2021,0,ne,sari,Íránská islámská republika,10,10 - Přijat,,ne,190378,Environmental Modelling,žena
12495,B-BEE,,Bakalářský,prezenční,27. 12. 2020,8857.5,ano,valdivia,Chilská republika,10,10 - Přijat,,ne,179603,Environmental Engineering,muž
16050,N-NCO,,Magisterský navazující,prezenční,26. 01. 2021,15000,ano,Quito,Ekvádorská republika,10,10 - Přijat,,ne,179221,Nature Conservation,žena
14210,N-LPA,,Magisterský navazující,prezenční,14. 01. 2021,,ne,"Sector - 7/B, Faridabad, Haryana",Indická republika,20,20 - Nepřijat -- PZ,,ne,178700,Landscape Planning,žena
14288,B-BGISRS,,Bakalářský,prezenční,14. 01. 2021,,ne,Praha (Nové Město),Česká republika,20,20 - Nepřijat -- PZ,,ne,179959,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
17276,B-BEDS,,Bakalářský,prezenční,01. 02. 2021,,ne,Praha (Nové Město),Česká republika,20,20 - Nepřijat -- PZ,,ne,179960,Environmental Data Science,muž
22645,N-EGS,,Magisterský navazující,prezenční,24. 02. 2021,,ne,KUMASI,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,190379,Environmental Geosciences,muž
16658,B-BGISRS,,Bakalářský,prezenční,29. 01. 2021,,ne,Bejaia,Alžírská lidová demokratická republika,20,20 - Nepřijat -- PZ,,ne,179847,Geographic Information Systems and Remote Rensing in Environmental Sciences,žena
36828,B-BEE,,Bakalářský,prezenční,29. 03. 2021,,ne,Alexandria,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,201137,Environmental Engineering,žena
42976,B-BEDS,,Bakalářský,prezenční,14. 04. 2021,,ne,Alexandria,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,201138,Environmental Data Science,žena
11005,B-BEE,,Bakalářský,prezenční,28. 11. 2020,,ne,Bejaia,Alžírská lidová demokratická republika,20,20 - Nepřijat -- PZ,,ne,176365,Environmental Engineering,muž
16251,B-BEDS,,Bakalářský,prezenční,27. 01. 2021,10000,ano,"Ramos Mejia, Buenos Aires",Argentinská republika,10,10 - Přijat,,ne,179604,Environmental Data Science,muž
16236,B-BEE,,Bakalářský,prezenční,26. 01. 2021,0,ne,Muskego,Spojené státy americké,10,10 - Přijat,,ne,179848,Environmental Engineering,muž
11691,N-ENVA,,Magisterský navazující,prezenční,09. 12. 2020,,ne,Bejaia,Alžírská lidová demokratická republika,20,20 - Nepřijat -- PZ,,ne,176428,Environmental Modelling,muž
41800,B-BEE,,Bakalářský,prezenční,01. 04. 2021,,ne,"CHATTOGRAM, BANGLADESH",Ostatní,20,20 - Nepřijat -- PZ,,ne,200784,Environmental Engineering,muž
12738,N-LPA,,Magisterský navazující,prezenční,01. 01. 2021,0,ano,"Puebla, Puebla",Spojené státy mexické,10,10 - Přijat,22.09.2021,ano,177024,Landscape Planning,muž
69437,B-BEE,,Bakalářský,prezenční,07. 10. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,175941,Environmental Engineering,muž
20486,B-BEDS,,Bakalářský,prezenční,16. 02. 2021,10000,ano,Horoměřice,Česká republika,10,10 - Přijat,22.09.2021,ano,186668,Environmental Data Science,muž
21772,N-LPA,,Magisterský navazující,prezenční,21. 02. 2021,,ne,Praha (Břevnov),Česká republika,20,20 - Nepřijat -- PZ,,ne,190380,Landscape Planning,muž
17243,B-BEE,,Bakalářský,prezenční,01. 02. 2021,9000,ano,Tachov,Česká republika,10,10 - Přijat,21.09.2021,ano,179961,Environmental Engineering,žena
11816,N-ENVA,,Magisterský navazující,prezenční,11. 12. 2020,0,ano,Gyongyos,Maďarsko,10,10 - Přijat,,ne,176429,Environmental Modelling,žena
10769,N-EGS,,Magisterský navazující,prezenční,23. 11. 2020,,ne,"LAHORE, PK",Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,177025,Environmental Geosciences,muž
10790,B-BEE,,Bakalářský,prezenční,24. 11. 2020,,ne,"Gandhinagar, Gujarat, India",Indická republika,20,20 - Nepřijat -- PZ,,ne,176196,Environmental Engineering,muž
14982,B-BEDS,,Bakalářský,prezenční,19. 01. 2021,,ne,"Gandhinagar, Gujarat, India",Indická republika,20,20 - Nepřijat -- PZ,,ne,178180,Environmental Data Science,muž
43121,B-BEDS,,Bakalářský,prezenční,15. 04. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,201348,Environmental Data Science,muž
74965,N-LWM,,Magisterský navazující,prezenční,12. 10. 2020,,ne,Onitsha,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,176024,Land and Water Management,žena
20074,B-BEE,,Bakalářský,prezenční,15. 02. 2021,,ne,Limassol,Kyperská republika,20,20 - Nepřijat -- PZ,,ne,186669,Environmental Engineering,žena
42440,B-BEDS,,Bakalářský,prezenční,10. 04. 2021,0,ne,Praha (Jinonice),Česká republika,10,10 - Přijat,,ne,201349,Environmental Data Science,žena
21523,B-BEE,,Bakalářský,prezenční,20. 02. 2021,,ne,Aboh Mbaise,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,186670,Environmental Engineering,muž
10386,N-NCO,,Magisterský navazující,prezenční,11. 11. 2020,15000,ano,Praha,Česká republika,10,10 - Přijat,22.09.2021,ano,179999,Nature Conservation,žena
38476,B-BEDS,,Bakalářský,prezenční,30. 03. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,198224,Environmental Data Science,muž
21106,B-BEE,,Bakalářský,prezenční,18. 02. 2021,,ne,Antalya,Turecká republika,20,20 - Nepřijat -- PZ,,ne,186671,Environmental Engineering,žena
73139,B-BEDS,,Bakalářský,prezenční,08. 10. 2020,,ne,"FCT, ZUBA",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,176197,Environmental Data Science,žena
16682,B-BEDS,,Bakalářský,prezenční,29. 01. 2021,,ne,St Petersburg,Ruská federace,20,20 - Nepřijat -- PZ,,ne,179849,Environmental Data Science,muž
16707,B-BEDS,,Bakalářský,prezenční,29. 01. 2021,10000,ano,Praha (Modřany),Česká republika,10,10 - Přijat,21.09.2021,ano,179850,Environmental Data Science,žena
36678,B-BEDS,,Bakalářský,prezenční,29. 03. 2021,,ne,"Pop, Namangan region",Republika Uzbekistán,20,20 - Nepřijat -- PZ,,ne,198225,Environmental Data Science,muž
21647,B-BEDS,,Bakalářský,prezenční,21. 02. 2021,,ne,Douala,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,200488,Environmental Data Science,muž
11516,N-NCO,,Magisterský navazující,prezenční,06. 12. 2020,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,176430,Nature Conservation,muž
10235,N-NCO,,Magisterský navazující,prezenční,02. 11. 2020,,ne,"Egbeda, Lagos State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,178039,Nature Conservation,žena
66463,N-ENVA,,Magisterský navazující,prezenční,06. 10. 2020,,ne,Xi'an,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,177026,Environmental Modelling,žena
66531,N-LPA,,Magisterský navazující,prezenční,06. 10. 2020,0,ano,Xi'an,Čínská lidová republika,10,10 - Přijat,,ne,177027,Landscape Planning,žena
21735,N-ENVA,,Magisterský navazující,prezenční,21. 02. 2021,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,190381,Environmental Modelling,muž
16615,B-BEE,,Bakalářský,prezenční,29. 01. 2021,,ne,Kot Hassan Khan Hafizabad Punjab Pakistan,Ostatní,20,20 - Nepřijat -- PZ,,ne,179605,Environmental Engineering,muž
31139,N-NCO,,Magisterský navazující,prezenční,20. 03. 2021,,ne,Ogba Lagos State,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,190382,Nature Conservation,muž
15139,B-BEE,,Bakalářský,prezenční,20. 01. 2021,0,ano,Ngabiphu Thimphu,Bhútánské království,10,10 - Přijat,,ne,178399,Environmental Engineering,muž
10570,B-BEDS,,Bakalářský,prezenční,20. 11. 2020,,ne,Balashika,Ruská federace,20,20 - Nepřijat -- PZ,,ne,176198,Environmental Data Science,muž
10837,B-BEE,,Bakalářský,prezenční,24. 11. 2020,,ano,Balashika,Ruská federace,20,20 - Nepřijat -- PZ,,ne,176199,Environmental Engineering,muž
11088,B-BEE,,Bakalářský,prezenční,29. 11. 2020,9000,ano,"Harrisburg, PA",Spojené státy americké,10,10 - Přijat,21.09.2021,ano,178181,Environmental Engineering,žena
14192,B-BEDS,,Bakalářský,prezenční,14. 01. 2021,,ne,LAGOS STATE,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,179851,Environmental Data Science,žena
15593,B-BEE,,Bakalářský,prezenční,23. 01. 2021,9000,ano,Huxley,Spojené státy americké,10,10 - Přijat,22.09.2021,ano,179852,Environmental Engineering,muž
40241,B-BEDS,,Bakalářský,prezenční,31. 03. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,198226,Environmental Data Science,žena
11712,N-NCO,,Magisterský navazující,prezenční,09. 12. 2020,0,ano,PUNE,Indická republika,10,10 - Přijat,,ne,176658,Nature Conservation,žena
24446,B-BEDS,,Bakalářský,prezenční,01. 03. 2021,,ne,Esenyalı Mh.,Turecká republika,20,20 - Nepřijat -- PZ,,ne,201139,Environmental Data Science,muž
33475,B-BEDS,,Bakalářský,prezenční,24. 03. 2021,,ne,Kostanay,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,192823,Environmental Data Science,muž
33497,B-BEE,,Bakalářský,prezenční,24. 03. 2021,,ne,Kostanay,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,192824,Environmental Engineering,muž
42596,N-ENVA,,Magisterský navazující,prezenční,12. 04. 2021,0,ne,"Pathagudur, Jagityal",Indická republika,10,10 - Přijat,,ne,201442,Environmental Modelling,muž
16506,B-BEDS,,Bakalářský,prezenční,28. 01. 2021,10000,ano,Praha,Česká republika,10,10 - Přijat,27.09.2021,ano,179853,Environmental Data Science,žena
43143,B-BEE,,Bakalářský,prezenční,16. 04. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,201350,Environmental Engineering,muž
11696,N-ENVA,,Magisterský navazující,prezenční,09. 12. 2020,,ne,Almaty,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,176431,Environmental Modelling,žena
41977,B-BEDS,,Bakalářský,prezenční,03. 04. 2021,,ne,Okpella,Ostatní,20,20 - Nepřijat -- PZ,,ne,200978,Environmental Data Science,žena
10399,B-BGISRS,,Bakalářský,prezenční,12. 11. 2020,,ne,"Nairobi, kenya.",Keňská republika,20,20 - Nepřijat -- PZ,,ne,176817,Geographic Information Systems and Remote Rensing in Environmental Sciences,žena
74630,B-BEE,,Bakalářský,prezenční,12. 10. 2020,,ne,Kathmandu,Nepálská federativní demokratická republika,20,20 - Nepřijat -- PZ,,ne,176016,Environmental Engineering,muž
16627,B-BEE,,Bakalářský,prezenční,29. 01. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,179962,Environmental Engineering,muž
42515,B-BEDS,,Bakalářský,prezenční,11. 04. 2021,,ne,Almaty,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,201351,Environmental Data Science,muž
14049,B-BGISRS,,Bakalářský,prezenční,13. 01. 2021,,ne,"BANNU KP, PAKISTAN",Ostatní,20,20 - Nepřijat -- PZ,,ne,179854,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
17093,B-BEDS,,Bakalářský,prezenční,31. 01. 2021,10000,ano,District Dir Lower,Pákistánská islámská republika,10,10 - Přijat,,ne,179855,Environmental Data Science,muž
16174,B-BEE,,Bakalářský,prezenční,26. 01. 2021,9000,ano,Dobřejovice,Česká republika,10,10 - Přijat,21.09.2021,ano,179606,Environmental Engineering,žena
15029,B-BEDS,,Bakalářský,prezenční,19. 01. 2021,10000,ano,Tbilisi,Gruzie,10,10 - Přijat,27.10.2021,ano,179607,Environmental Data Science,žena
22788,B-BEE,,Bakalářský,prezenční,24. 02. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,186672,Environmental Engineering,žena
36514,B-BEE,,Bakalářský,prezenční,28. 03. 2021,9000,ano,Brno,Česká republika,10,10 - Přijat,21.09.2021,ano,198227,Environmental Engineering,žena
12173,B-BEDS,,Bakalářský,prezenční,19. 12. 2020,10000,ano,Moscow,Ruská federace,10,10 - Přijat,18.10.2021,ano,176818,Environmental Data Science,žena
39530,B-BEDS,,Bakalářský,prezenční,30. 03. 2021,,ne,Slaný,Česká republika,20,20 - Nepřijat -- PZ,,ne,198228,Environmental Data Science,muž
10652,N-ENVA,,Magisterský navazující,prezenční,22. 11. 2020,,ne,Yaoundé,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,176432,Environmental Modelling,muž
10384,N-LPA,,Magisterský navazující,prezenční,11. 11. 2020,15000,ano,Jesenice (Zdiměřice),Česká republika,10,10 - Přijat,22.09.2021,ano,176433,Landscape Planning,žena
13799,N-NCO,,Magisterský navazující,prezenční,11. 01. 2021,0,ne,"Iowa City, Iowa",Spojené státy americké,10,10 - Přijat,,ne,179375,Nature Conservation,žena
16988,B-BGISRS,,Bakalářský,prezenční,30. 01. 2021,,ne,beirut,Libanonská republika,20,20 - Nepřijat -- PZ,,ne,180497,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
30907,B-BEE,,Bakalářský,prezenční,19. 03. 2021,9000,ano,Praha,Česká republika,10,10 - Přijat,21.09.2021,ano,201453,Environmental Engineering,muž
35380,N-LPA,,Magisterský navazující,prezenční,27. 03. 2021,,ne,NEW AREA GANDHI NAGAR HINO RANCHI JHARKHAND,Indická republika,20,20 - Nepřijat -- PZ,,ne,197534,Landscape Planning,muž
37935,B-BEDS,,Bakalářský,prezenční,30. 03. 2021,9723.17,ano,Moskva,Ruská federace,10,10 - Přijat,01.11.2021,ano,198229,Environmental Data Science,muž
11764,B-BEE,,Bakalářský,prezenční,10. 12. 2020,,ne,KLERKSDORP,Jihoafrická republika,20,20 - Nepřijat -- PZ,,ne,202635,Environmental Engineering,muž
26188,N-EGS,,Magisterský navazující,prezenční,07. 03. 2021,,ne,Berekum,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,190383,Environmental Geosciences,muž
14335,N-NCO,,Magisterský navazující,prezenční,15. 01. 2021,,ne,OPIO,Francouzská republika,20,20 - Nepřijat -- PZ,,ne,178040,Nature Conservation,žena
15303,B-BEE,,Bakalářský,prezenční,21. 01. 2021,9000,ano,Praha (Strašnice),Česká republika,10,10 - Přijat,21.09.2021,ano,179963,Environmental Engineering,žena
11293,B-BEDS,,Bakalářský,prezenční,02. 12. 2020,,ne,Hong Kong,Hongkong,20,20 - Nepřijat -- PZ,,ne,176200,Environmental Data Science,žena
14153,B-BEDS,,Bakalářský,prezenční,13. 01. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,177475,Environmental Data Science,žena
42491,B-BEDS,,Bakalářský,prezenční,11. 04. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,200785,Environmental Data Science,žena
42519,B-BEE,,Bakalářský,prezenční,11. 04. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,200786,Environmental Engineering,žena
25299,N-NCO,,Magisterský navazující,prezenční,03. 03. 2021,,ne,Pimpri Chinchwad,Indická republika,20,20 - Nepřijat -- PZ,,ne,190384,Nature Conservation,žena
31959,B-BEE,,Bakalářský,prezenční,21. 03. 2021,,ne,Praha (Žižkov),Česká republika,20,20 - Nepřijat -- PZ,,ne,200489,Environmental Engineering,žena
43034,B-BEDS,,Bakalářský,prezenční,15. 04. 2021,,ne,Urgench,Republika Uzbekistán,20,20 - Nepřijat -- PZ,,ne,201454,Environmental Data Science,muž
10268,N-LWM,,Magisterský navazující,prezenční,04. 11. 2020,,ne,Harare,Zimbabwská republika,20,20 - Nepřijat -- PZ,,ne,176362,Land and Water Management,muž
13612,B-BEDS,,Bakalářský,prezenční,09. 01. 2021,10000,ano,Sumgait,Ázerbájdžánská republika,10,10 - Přijat,,ne,179856,Environmental Data Science,muž
67860,B-BGISRS,,Bakalářský,prezenční,06. 10. 2020,,ne,beirut,Libanonská republika,20,20 - Nepřijat -- PZ,,ne,175942,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
13873,N-NCO,,Magisterský navazující,prezenční,11. 01. 2021,15000,ano,Praha,Česká republika,10,10 - Přijat,22.09.2021,ano,180000,Nature Conservation,žena
12910,N-LPA,,Magisterský navazující,prezenční,03. 01. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,179376,Landscape Planning,žena
42969,N-LPA,,Magisterský navazující,prezenční,14. 04. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,201149,Landscape Planning,žena
23089,N-ENVA,,Magisterský navazující,prezenční,25. 02. 2021,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,190385,Environmental Modelling,muž
14194,B-BGISRS,,Bakalářský,prezenční,14. 01. 2021,,ne,Rev.E.K.Kyie Memorial Temple-Tarkwa W/R.,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,178256,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
10445,B-BGISRS,,Bakalářský,prezenční,15. 11. 2020,,ne,Ash Town-Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,176017,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
10126,N-LPA,,Magisterský navazující,prezenční,28. 10. 2020,15000,ano,Praha (Suchdol),Česká republika,10,10 - Přijat,,ne,176434,Landscape Planning,muž
35670,B-BEDS,,Bakalářský,prezenční,27. 03. 2021,,ne,Praha (Karlín),Česká republika,20,20 - Nepřijat -- PZ,,ne,198230,Environmental Data Science,žena
14713,N-NCO,,Magisterský navazující,prezenční,17. 01. 2021,,ne,Ghana,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,178479,Nature Conservation,žena
34210,B-BEE,,Bakalářský,prezenční,25. 03. 2021,,ne,kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,192825,Environmental Engineering,muž
15560,B-BEE,,Bakalářský,prezenční,22. 01. 2021,,ne,Khartoum,Súdánská republika,20,20 - Nepřijat -- PZ,,ne,179857,Environmental Engineering,žena
10904,B-BGISRS,,Bakalářský,prezenční,26. 11. 2020,,ne,Blawayo,Zimbabwská republika,20,20 - Nepřijat -- PZ,,ne,176366,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
10958,N-NCO,,Magisterský navazující,prezenční,27. 11. 2020,,ne,"Utter Pradesh, India",Indická republika,20,20 - Nepřijat -- PZ,,ne,176659,Nature Conservation,muž
15660,B-BEDS,,Bakalářský,prezenční,23. 01. 2021,,ne,TANOSO,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,179858,Environmental Data Science,muž
16822,B-BEDS,,Bakalářský,prezenční,30. 01. 2021,0,ne,Boca Raton,Spojené státy americké,10,10 - Přijat,,ne,179859,Environmental Data Science,žena
17180,B-BGISRS,,Bakalářský,prezenční,31. 01. 2021,,ne,Boca Raton,Spojené státy americké,20,20 - Nepřijat -- PZ,,ne,179860,Geographic Information Systems and Remote Rensing in Environmental Sciences,žena
64794,B-BGISRS,,Bakalářský,prezenční,05. 10. 2020,,ne,chililabombwe,Zambijská republika,20,20 - Nepřijat -- PZ,,ne,175943,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
43177,N-ENVA,,Magisterský navazující,prezenční,16. 04. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,201443,Environmental Modelling,muž
14051,N-EGS,,Magisterský navazující,prezenční,13. 01. 2021,,ne,Kagithane,Turecká republika,20,20 - Nepřijat -- PZ,,ne,178041,Environmental Geosciences,muž
29491,N-LPA,,Magisterský navazující,prezenční,16. 03. 2021,,ne,KHARKOV,Ukrajina,20,20 - Nepřijat -- PZ,,ne,197575,Landscape Planning,muž
10833,N-LWM,,Magisterský navazující,prezenční,24. 11. 2020,,ne,Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,176227,Land and Water Management,žena
13731,B-BEE,,Bakalářský,prezenční,10. 01. 2021,,ne,Praha (Dejvice),Česká republika,20,20 - Nepřijat -- PZ,,ne,178743,Environmental Engineering,muž
30647,B-BEE,,Bakalářský,prezenční,18. 03. 2021,,ne,Praha (Dejvice),Česká republika,20,20 - Nepřijat -- PZ,,ne,192826,Environmental Engineering,muž
11114,N-NCO,,Magisterský navazující,prezenční,30. 11. 2020,0,ne,Caergybi,Spojené království Velké Británie a Severního Irska,10,10 - Přijat,,ne,176435,Nature Conservation,žena
65649,B-BGISRS,,Bakalářský,prezenční,05. 10. 2020,,ne,chwiefat,Libanonská republika,20,20 - Nepřijat -- PZ,,ne,175944,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
12958,B-BEDS,,Bakalářský,prezenční,04. 01. 2021,,ne,Narsingdi,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,178744,Environmental Data Science,muž
20863,B-BEDS,,Bakalářský,prezenční,18. 02. 2021,,ne,Narsingdi,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,201352,Environmental Data Science,muž
42820,N-NCO,,Magisterský navazující,prezenční,13. 04. 2021,,ne,Tehran,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,201444,Nature Conservation,muž
59729,B-BEE,,Bakalářský,prezenční,01. 10. 2020,0,ne,Belgrade,Srbská republika,10,10 - Přijat,,ne,175945,Environmental Engineering,žena
36016,B-BEE,,Bakalářský,prezenční,28. 03. 2021,9000,ano,Dhaka,Bangladéšská lidová republika,10,10 - Přijat,,ne,200490,Environmental Engineering,muž
22674,B-BEE,,Bakalářský,prezenční,24. 02. 2021,,ne,Podolsk,Ruská federace,20,20 - Nepřijat -- PZ,,ne,186673,Environmental Engineering,muž
14220,N-LPA,,Magisterský navazující,prezenční,14. 01. 2021,,ne,Giza,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,179222,Landscape Planning,muž
16424,B-BEDS,,Bakalářský,prezenční,28. 01. 2021,,ne,Bejaia,Alžírská lidová demokratická republika,20,20 - Nepřijat -- PZ,,ne,179861,Environmental Data Science,muž
22642,B-BEDS,,Bakalářský,prezenční,24. 02. 2021,,ne,madinah,Saúdskoarabské království,20,20 - Nepřijat -- PZ,,ne,186674,Environmental Data Science,muž
16114,N-LPA,,Magisterský navazující,prezenční,26. 01. 2021,0,ne,Saint Petersburg,Ruská federace,10,10 - Přijat,,ne,179377,Landscape Planning,žena
11048,N-LPA,,Magisterský navazující,prezenční,29. 11. 2020,15000,ano,Moscow,Ruská federace,10,10 - Přijat,,ne,176436,Landscape Planning,žena
12764,N-EGS,,Magisterský navazující,prezenční,02. 01. 2021,,ne,Ashanti,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,180001,Environmental Geosciences,muž
14257,N-NCO,,Magisterský navazující,prezenční,14. 01. 2021,,ne,Cairo,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,178042,Nature Conservation,muž
10534,B-BEE,,Bakalářský,prezenční,20. 11. 2020,,ne,kigali,Rwandská republika,20,20 - Nepřijat -- PZ,,ne,176367,Environmental Engineering,žena
12204,B-BEDS,,Bakalářský,prezenční,20. 12. 2020,0,ne,Karaganda,Republika Kazachstán,10,10 - Přijat,,ne,178257,Environmental Data Science,žena
