Reg. č.,Program zkratka,Obor zkr. zkratka,Typ studia,Forma,Datum přijetí př.,Školné zapl.,Potvrzení zájmu,KA - obec,KA - stát,Rozh. o přijetí - kód,Rozh. o přijetí - název,Datum zápisu,Studium,ID přihlášky,Program název,Pohlaví
10424,N-EGS,,Magisterský navazující,prezenční,14. 11. 2020,,ne,Aguda Ogba,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,176417,Environmental Geosciences,muž
10317,N-LPA,,Magisterský navazující,prezenční,06. 11. 2020,13743.95,ano,LAGHOUAT,Alžírská lidová demokratická republika,10,10 - Přijat,,ne,179217,Landscape Planning,žena
68238,B-BEE,,Bakalářský,prezenční,06. 10. 2020,,ne,Western North,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,175935,Environmental Engineering,muž
16189,B-BEE,,Bakalářský,prezenční,26. 01. 2021,,ne,Roztoky,Česká republika,20,20 - Nepřijat -- PZ,,ne,179595,Environmental Engineering,muž
16191,B-BGISRS,,Bakalářský,prezenční,26. 01. 2021,,ne,Roztoky,Česká republika,20,20 - Nepřijat -- PZ,,ne,179596,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
26400,B-BEE,,Bakalářský,prezenční,07. 03. 2021,0,ano,Roztoky,Česká republika,10,10 - Přijat,,ne,186662,Environmental Engineering,muž
26408,B-BEDS,,Bakalářský,prezenční,07. 03. 2021,,ne,Roztoky,Česká republika,20,20 - Nepřijat -- PZ,,ne,186663,Environmental Data Science,muž
32546,N-ENVA,,Magisterský navazující,prezenční,22. 03. 2021,,ne,"Ota, Ogun State.",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,199720,Environmental Modelling,žena
13713,B-BEE,,Bakalářský,prezenční,10. 01. 2021,8999.95,ano,Dhaka,Bangladéšská lidová republika,10,10 - Přijat,,ne,179597,Environmental Engineering,žena
11317,B-BEE,,Bakalářský,prezenční,02. 12. 2020,,ne,Buea,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,177295,Environmental Engineering,muž
84266,N-NCO,,Magisterský navazující,prezenční,16. 10. 2020,,ne,AGADIR,Marocké království,20,20 - Nepřijat -- PZ,,ne,178697,Nature Conservation,žena
10820,B-BEE,,Bakalářský,prezenční,24. 11. 2020,,ne,"Ashaiman, TEMA",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,176195,Environmental Engineering,muž
35468,N-EGS,,Magisterský navazující,prezenční,27. 03. 2021,,ne,Tangail,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,197528,Environmental Geosciences,muž
42417,B-BEE,,Bakalářský,prezenční,09. 04. 2021,,ne,Islamabad,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,200975,Environmental Engineering,muž
42674,N-NCO,,Magisterský navazující,prezenční,12. 04. 2021,,ne,"Mpraeso Kwahu, Ghana-Eastern Region",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,200969,Nature Conservation,žena
30779,B-BEE,,Bakalářský,prezenční,18. 03. 2021,,ne,Enugu,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,188747,Environmental Engineering,muž
26353,B-BEDS,,Bakalářský,prezenční,07. 03. 2021,,ne,"Ilorin, Kwara State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,200976,Environmental Data Science,muž
10040,B-BGISRS,,Bakalářský,prezenční,23. 10. 2020,,ne,Oyo,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,175936,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
28041,B-BEE,,Bakalářský,prezenční,12. 03. 2021,,ne,Ipaja - Lagos,Ostatní,20,20 - Nepřijat -- PZ,,ne,192820,Environmental Engineering,muž
17125,B-BEDS,,Bakalářský,prezenční,31. 01. 2021,,ne,"Ibadan, Oyo State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,179955,Environmental Data Science,žena
15028,N-LPA,,Magisterský navazující,prezenční,19. 01. 2021,0,ne,Incek mah. Gölbası/ Ankara/ Turkey,Turecká republika,10,10 - Přijat,,ne,179218,Landscape Planning,žena
13611,B-BEDS,,Bakalářský,prezenční,09. 01. 2021,,ne,Lagos State,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,177296,Environmental Data Science,muž
16112,N-EGS,,Magisterský navazující,prezenční,26. 01. 2021,,ne,ONDO STATE,Ostatní,20,20 - Nepřijat -- PZ,,ne,179219,Environmental Geosciences,muž
11734,B-BEE,,Bakalářský,prezenční,10. 12. 2020,,ne,Semarang,Indonéská republika,20,20 - Nepřijat -- PZ,,ne,176816,Environmental Engineering,muž
10130,N-EGS,,Magisterský navazující,prezenční,28. 10. 2020,,ne,Benin City,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,176418,Environmental Geosciences,žena
43133,N-ENVA,,Magisterský navazující,prezenční,16. 04. 2021,0,ne,Budapest,Maďarsko,10,10 - Přijat,,ne,201195,Environmental Modelling,muž
16841,N-ENVA,,Magisterský navazující,prezenční,30. 01. 2021,15000,ano,Praha (Břevnov),Česká republika,10,10 - Přijat,22.09.2021,ano,179970,Environmental Modelling,muž
17116,N-LPA,,Magisterský navazující,prezenční,31. 01. 2021,,ne,Praha (Břevnov),Česká republika,20,20 - Nepřijat -- PZ,,ne,179971,Landscape Planning,muž
10681,N-NCO,,Magisterský navazující,prezenční,22. 11. 2020,,ne,Accra(Adenta),Ghanská republika,20,20 - Nepřijat -- PZ,,ne,176419,Nature Conservation,muž
42735,B-BEDS,,Bakalářský,prezenční,13. 04. 2021,10000,ano,Tehran,Íránská islámská republika,10,10 - Přijat,,ne,201344,Environmental Data Science,muž
10230,B-BEE,,Bakalářský,prezenční,01. 11. 2020,,ne,Windhoek,Namibijská republika,20,20 - Nepřijat -- PZ,,ne,175937,Environmental Engineering,žena
14565,B-BEE,,Bakalářský,prezenční,17. 01. 2021,8179.05,ano,Belgrade,Srbská republika,10,10 - Přijat,27.10.2021,ano,178737,Environmental Engineering,žena
10256,N-LWM,,Magisterský navazující,prezenční,03. 11. 2020,,ne,Gulserin,Turecká republika,20,20 - Nepřijat -- PZ,,ne,176023,Land and Water Management,žena
21263,N-LWM,,Magisterský navazující,prezenční,19. 02. 2021,,ne,Gulserin,Turecká republika,20,20 - Nepřijat -- PZ,,ne,186660,Land and Water Management,žena
14988,B-BEE,,Bakalářský,prezenční,19. 01. 2021,,ano,"c/o Christ Apostolic Church, P. O. Box A383, La Wireless, Accra - Ghana",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,178398,Environmental Engineering,muž
10139,N-EGS,,Magisterský navazující,prezenční,28. 10. 2020,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,177021,Environmental Geosciences,muž
27145,N-ENVA,,Magisterský navazující,prezenční,10. 03. 2021,,ne,Meduma,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,190369,Environmental Modelling,muž
16660,B-BEDS,,Bakalářský,prezenční,29. 01. 2021,,ne,Hamburg,Spolková republika Německo,20,20 - Nepřijat -- PZ,,ne,179842,Environmental Data Science,muž
14331,N-NCO,,Magisterský navazující,prezenční,15. 01. 2021,,ne,Berekum,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,178475,Nature Conservation,muž
26852,N-EGS,,Magisterský navazující,prezenční,09. 03. 2021,,ne,F.C.T. Abuja.,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,200970,Environmental Geosciences,muž
13804,N-ENVA,,Magisterský navazující,prezenční,11. 01. 2021,,ne,Bibiani,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,178034,Environmental Modelling,muž
16368,B-BEE,,Bakalářský,prezenční,27. 01. 2021,,ne,"Uyo, Akwa Ibom, Nigeria",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,179843,Environmental Engineering,muž
11295,N-LPA,,Magisterský navazující,prezenční,02. 12. 2020,,ne,Ado-Ekiti,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,176420,Landscape Planning,muž
15517,B-BEE,,Bakalářský,prezenční,22. 01. 2021,,ne,"Future City, Cairo",Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,179598,Environmental Engineering,muž
11029,N-EGS,,Magisterský navazující,prezenční,28. 11. 2020,,ne,Jaipur,Indická republika,20,20 - Nepřijat -- PZ,,ne,176421,Environmental Geosciences,muž
11771,N-LPA,,Magisterský navazující,prezenční,10. 12. 2020,,ne,"Egypt, 6th of October",Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,179972,Landscape Planning,muž
12093,N-NCO,,Magisterský navazující,prezenční,17. 12. 2020,,ne,Istanbul,Turecká republika,20,20 - Nepřijat -- PZ,,ne,176655,Nature Conservation,žena
43176,N-ENVA,,Magisterský navazující,prezenční,16. 04. 2021,15000,ano,Praha,Česká republika,10,10 - Přijat,,ne,201437,Environmental Modelling,muž
15828,B-BEDS,,Bakalářský,prezenční,24. 01. 2021,,ne,Çayeli/Rize,Turecká republika,20,20 - Nepřijat -- PZ,,ne,178738,Environmental Data Science,muž
12505,N-NCO,,Magisterský navazující,prezenční,27. 12. 2020,,ne,TEMA,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,177022,Nature Conservation,muž
37159,N-NCO,,Magisterský navazující,prezenční,29. 03. 2021,14929.2,ano,Tehran,Íránská islámská republika,10,10 - Přijat,,ne,200971,Nature Conservation,žena
16169,N-ENVA,,Magisterský navazující,prezenční,26. 01. 2021,,ne,Acherensua.,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,179220,Environmental Modelling,muž
11861,B-BEDS,,Bakalářský,prezenční,13. 12. 2020,,ne,Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,178739,Environmental Data Science,muž
42218,N-NCO,,Magisterský navazující,prezenční,07. 04. 2021,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,200775,Nature Conservation,muž
29603,N-ENVA,,Magisterský navazující,prezenční,16. 03. 2021,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,200972,Environmental Modelling,muž
16199,B-BEE,,Bakalářský,prezenční,26. 01. 2021,,ne,Diss,Spojené království Velké Británie a Severního Irska,20,20 - Nepřijat -- PZ,,ne,179599,Environmental Engineering,muž
42880,N-LPA,,Magisterský navazující,prezenční,14. 04. 2021,,ne,Volgograd,Ruská federace,20,20 - Nepřijat -- PZ,,ne,201438,Landscape Planning,žena
22901,N-LPA,,Magisterský navazující,prezenční,24. 02. 2021,15000,ano,Praha,Česká republika,10,10 - Přijat,22.09.2021,ano,190370,Landscape Planning,žena
10137,B-BEDS,,Bakalářský,prezenční,28. 10. 2020,,ne,Unye-Ordu,Turecká republika,20,20 - Nepřijat -- PZ,,ne,178176,Environmental Data Science,muž
34701,B-BEDS,,Bakalářský,prezenční,26. 03. 2021,,ne,Nur-Sultan,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,198221,Environmental Data Science,žena
42911,B-BEE,,Bakalářský,prezenční,14. 04. 2021,,ne,Roztoky,Česká republika,20,20 - Nepřijat -- PZ,,ne,201345,Environmental Engineering,žena
12519,B-BEE,,Bakalářský,prezenční,28. 12. 2020,0,ne,Salem,Spojené státy americké,10,10 - Přijat,,ne,179844,Environmental Engineering,žena
14711,B-BEE,,Bakalářský,prezenční,17. 01. 2021,,ne,Masvingo,Zimbabwská republika,20,20 - Nepřijat -- PZ,,ne,178740,Environmental Engineering,muž
12188,B-BGISRS,,Bakalářský,prezenční,19. 12. 2020,,ne,Munich,Spolková republika Německo,20,20 - Nepřijat -- PZ,,ne,177297,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
12185,B-BEDS,,Bakalářský,prezenční,19. 12. 2020,,ne,Munich,Spolková republika Německo,20,20 - Nepřijat -- PZ,,ne,178177,Environmental Data Science,muž
42056,N-NCO,,Magisterský navazující,prezenční,05. 04. 2021,,ne,New weija Accra-Ghana,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,200776,Nature Conservation,muž
33012,B-BEDS,,Bakalářský,prezenční,23. 03. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,192821,Environmental Data Science,žena
14543,N-NCO,,Magisterský navazující,prezenční,16. 01. 2021,,ne,Prestea,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,178698,Nature Conservation,žena
31957,N-ENVA,,Magisterský navazující,prezenční,21. 03. 2021,,ne,Jos Plateau State Nigeria,Ostatní,20,20 - Nepřijat -- PZ,,ne,197529,Environmental Modelling,žena
36146,N-ENVA,,Magisterský navazující,prezenční,28. 03. 2021,,ne,"RAYFIELD, JOS, PLATEAU STATE",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,197530,Environmental Modelling,muž
11846,N-ENVA,,Magisterský navazující,prezenční,12. 12. 2020,,ne,Addis Ababa,Etiopská federativní demokratická republika,20,20 - Nepřijat -- PZ,,ne,176423,Environmental Modelling,muž
24013,N-ENVA,,Magisterský navazující,prezenční,27. 02. 2021,,ne,Addis Ababa,Etiopská federativní demokratická republika,20,20 - Nepřijat -- PZ,,ne,190371,Environmental Modelling,muž
24534,N-NCO,,Magisterský navazující,prezenční,01. 03. 2021,15000,ano,Kolkata,Indická republika,10,10 - Přijat,,ne,200973,Nature Conservation,žena
59723,N-NCO,,Magisterský navazující,prezenční,01. 10. 2020,14900,ano,Kitchener,Kanada,10,10 - Přijat,22.09.2021,ano,176424,Nature Conservation,žena
42928,N-LPA,,Magisterský navazující,prezenční,14. 04. 2021,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,201439,Landscape Planning,muž
13597,N-NCO,,Magisterský navazující,prezenční,09. 01. 2021,,ne,Ghana,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,179638,Nature Conservation,muž
37957,N-ENVA,,Magisterský navazující,prezenční,30. 03. 2021,,ne,Ubaté,Kolumbijská republika,20,20 - Nepřijat -- PZ,,ne,201145,Environmental Modelling,muž
20176,B-BEDS,,Bakalářský,prezenční,15. 02. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,186664,Environmental Data Science,žena
15147,N-LPA,,Magisterský navazující,prezenční,20. 01. 2021,14733.23,ano,Moscow,Ruská federace,10,10 - Přijat,27.09.2021,ano,178476,Landscape Planning,žena
10479,B-BEE,,Bakalářský,prezenční,17. 11. 2020,,ne,Holambra,Brazilská federativní republika,20,20 - Nepřijat -- PZ,,ne,179956,Environmental Engineering,žena
33501,B-BEE,,Bakalářský,prezenční,24. 03. 2021,,ne,Al Shouf,Libanonská republika,20,20 - Nepřijat -- PZ,,ne,200484,Environmental Engineering,muž
13962,B-BEE,,Bakalářský,prezenční,12. 01. 2021,9000,ano,Praha (Křeslice),Česká republika,10,10 - Přijat,21.09.2021,ano,178255,Environmental Engineering,muž
39736,B-BEE,,Bakalářský,prezenční,31. 03. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,201452,Environmental Engineering,žena
36292,N-LPA,,Magisterský navazující,prezenční,28. 03. 2021,,ne,Voronezh,Ruská federace,20,20 - Nepřijat -- PZ,,ne,197531,Landscape Planning,žena
62091,B-BEDS,,Bakalářský,prezenční,03. 10. 2020,9964.4,ano,SEYHAN/ADANA,Turecká republika,10,10 - Přijat,18.10.2021,ano,175938,Environmental Data Science,žena
20821,B-BEDS,,Bakalářský,prezenční,17. 02. 2021,,ne,İzmir/Karşıyaka,Turecká republika,20,20 - Nepřijat -- PZ,,ne,200485,Environmental Data Science,muž
10741,B-BGISRS,,Bakalářský,prezenční,23. 11. 2020,,ne,Mixco,Guatemalská republika,20,20 - Nepřijat -- PZ,,ne,176364,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
10531,N-NCO,,Magisterský navazující,prezenční,19. 11. 2020,,ne,Mixco,Guatemalská republika,20,20 - Nepřijat -- PZ,,ne,176656,Nature Conservation,muž
10115,B-BEDS,,Bakalářský,prezenční,27. 10. 2020,,ne,Dubai,Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,175939,Environmental Data Science,muž
14290,N-EGS,,Magisterský navazující,prezenční,15. 01. 2021,0,ne,Bogota,Kolumbijská republika,10,10 - Přijat,,ne,178035,Environmental Geosciences,žena
12463,N-NCO,,Magisterský navazující,prezenční,27. 12. 2020,0,ne,Quito,Ekvádorská republika,10,10 - Přijat,,ne,178036,Nature Conservation,muž
73463,B-BEDS,,Bakalářský,prezenční,10. 10. 2020,0,ano,Marechal Deodoro,Brazilská federativní republika,10,10 - Přijat,,ne,178741,Environmental Data Science,muž
10360,N-EGS,,Magisterský navazující,prezenční,10. 11. 2020,20000,ano,Bogota,Kolumbijská republika,10,10 - Přijat,18.10.2021,ano,178699,Environmental Geosciences,žena
42093,N-NCO,,Magisterský navazující,prezenční,06. 04. 2021,14403.32,ano,Bogotá,Kolumbijská republika,10,10 - Přijat,,ne,200777,Nature Conservation,žena
16243,B-BEE,,Bakalářský,prezenční,27. 01. 2021,9000,ano,Cusco,Peruánská republika,10,10 - Přijat,,ne,179600,Environmental Engineering,muž
16380,B-BEE,,Bakalářský,prezenční,27. 01. 2021,9000,ano,Praha,Česká republika,10,10 - Přijat,29.09.2021,ano,179601,Environmental Engineering,muž
15731,B-BGISRS,,Bakalářský,prezenční,24. 01. 2021,,ne,Praha (Bohnice),Česká republika,20,20 - Nepřijat -- PZ,,ne,178742,Geographic Information Systems and Remote Rensing in Environmental Sciences,muž
27264,B-BEDS,,Bakalářský,prezenční,10. 03. 2021,0,ano,Praha (Bohnice),Česká republika,10,10 - Přijat,,ne,198222,Environmental Data Science,muž
27266,B-BEE,,Bakalářský,prezenční,10. 03. 2021,,ne,Praha (Bohnice),Česká republika,20,20 - Nepřijat -- PZ,,ne,198223,Environmental Engineering,muž
26764,N-NCO,,Magisterský navazující,prezenční,08. 03. 2021,0,ano,Abuko,Gambijská republika,10,10 - Přijat,,ne,201146,Nature Conservation,muž
41919,N-NCO,,Magisterský navazující,prezenční,02. 04. 2021,,ne,Belfast,Irsko,20,20 - Nepřijat -- PZ,,ne,201196,Nature Conservation,žena
31831,B-BEDS,,Bakalářský,prezenční,21. 03. 2021,,ne,Sancaktepe/İstanbul,Turecká republika,20,20 - Nepřijat -- PZ,,ne,201135,Environmental Data Science,muž
12101,N-LPA,,Magisterský navazující,prezenční,17. 12. 2020,0,ano,Aliaga/Izmir,Turecká republika,10,10 - Přijat,,ne,178477,Landscape Planning,žena
16728,B-BEDS,,Bakalářský,prezenční,29. 01. 2021,0,ano,Praha (Žižkov),Česká republika,10,10 - Přijat,,ne,179845,Environmental Data Science,žena
26148,B-BEDS,,Bakalářský,prezenční,06. 03. 2021,,ne,Pečky (Velké Chvalovice),Česká republika,20,20 - Nepřijat -- PZ,,ne,188748,Environmental Data Science,muž
16562,B-BEDS,,Bakalářský,prezenční,28. 01. 2021,,ne,Lahore Pakistan,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,179846,Environmental Data Science,muž
17138,N-ENVA,,Magisterský navazující,prezenční,31. 01. 2021,0,ano,Praha,Česká republika,10,10 - Přijat,,ne,179973,Environmental Modelling,muž
31144,B-BEE,,Bakalářský,prezenční,20. 03. 2021,,ne,Bangladesh,Ostatní,20,20 - Nepřijat -- PZ,,ne,192822,Environmental Engineering,muž
13753,B-BEE,,Bakalářský,prezenční,10. 01. 2021,9000,ano,Brest,Běloruská republika,10,10 - Přijat,,ne,177298,Environmental Engineering,žena
10274,N-LPA,,Magisterský navazující,prezenční,04. 11. 2020,0,ne,Mission hills,Spojené státy americké,10,10 - Přijat,,ne,179974,Landscape Planning,muž
11612,N-LPA,,Magisterský navazující,prezenční,07. 12. 2020,0,ne,Mumbai,Indická republika,10,10 - Přijat,,ne,176425,Landscape Planning,muž
28794,N-LPA,,Magisterský navazující,prezenční,14. 03. 2021,,ne,Kandana.,Ostatní,20,20 - Nepřijat -- PZ,,ne,190372,Landscape Planning,muž
24474,B-BEDS,,Bakalářský,prezenční,01. 03. 2021,,ne,İnönü Mah.,Turecká republika,20,20 - Nepřijat -- PZ,,ne,201136,Environmental Data Science,muž
10535,N-ENVA,,Magisterský navazující,prezenční,20. 11. 2020,,ne,"Bagasara, Amreli, Gujarat, India",Indická republika,20,20 - Nepřijat -- PZ,,ne,176426,Environmental Modelling,žena
42867,N-LPA,,Magisterský navazující,prezenční,14. 04. 2021,0,ne,Kağıthane,Turecká republika,10,10 - Přijat,,ne,201147,Landscape Planning,žena
42817,B-BEE,,Bakalářský,prezenční,13. 04. 2021,9000,ano,Praha,Česká republika,10,10 - Přijat,11.11.2021,ano,200977,Environmental Engineering,žena
11682,N-LPA,,Magisterský navazující,prezenční,08. 12. 2020,0,ano,Novi Sad,Srbská republika,10,10 - Přijat,,ne,177023,Landscape Planning,muž
27371,B-BEE,,Bakalářský,prezenční,10. 03. 2021,,ne,Redhill,Spojené království Velké Británie a Severního Irska,20,20 - Nepřijat -- PZ,,ne,188749,Environmental Engineering,žena
41780,N-ENVA,,Magisterský navazující,prezenční,01. 04. 2021,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,199721,Environmental Modelling,muž
41777,B-BEE,,Bakalářský,prezenční,01. 04. 2021,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,200486,Environmental Engineering,muž
32832,N-ENVA,,Magisterský navazující,prezenční,23. 03. 2021,0,ano,Lagos,Nigérijská federativní republika,10,10 - Přijat,,ne,197532,Environmental Modelling,žena
23439,B-BEDS,,Bakalářský,prezenční,25. 02. 2021,,ne,Madalla,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,186665,Environmental Data Science,muž
12477,B-BEE,,Bakalářský,prezenční,27. 12. 2020,,ne,al homyt hospital beni suef,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,179957,Environmental Engineering,muž
17358,N-NCO,,Magisterský navazující,prezenční,01. 02. 2021,,ne,Abuja,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,179995,Nature Conservation,žena
16818,N-NCO,,Magisterský navazující,prezenční,29. 01. 2021,,ne,Abuja,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,179996,Nature Conservation,muž
43009,B-BEDS,,Bakalářský,prezenční,15. 04. 2021,,ne,Abuja,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,201346,Environmental Data Science,muž
10931,N-LPA,,Magisterský navazující,prezenční,26. 11. 2020,,ne,cairo,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,179997,Landscape Planning,muž
22272,B-BEDS,,Bakalářský,prezenční,23. 02. 2021,,ne,Al Rawdah Al Sharqiyah,Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,200487,Environmental Data Science,muž
11809,N-ENVA,,Magisterský navazující,prezenční,11. 12. 2020,,ne,"Bejaia, Algeria",Alžírská lidová demokratická republika,20,20 - Nepřijat -- PZ,,ne,176657,Environmental Modelling,muž
24602,B-BEDS,,Bakalářský,prezenční,01. 03. 2021,,ne,Dubai,Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,186666,Environmental Data Science,muž
14162,N-NCO,,Magisterský navazující,prezenční,13. 01. 2021,,ne,Trondheim,Norské království,20,20 - Nepřijat -- PZ,,ne,178037,Nature Conservation,muž
30337,N-NCO,,Magisterský navazující,prezenční,18. 03. 2021,,ne,Trondheim,Norské království,20,20 - Nepřijat -- PZ,,ne,190373,Nature Conservation,muž
42448,N-ENVA,,Magisterský navazující,prezenční,10. 04. 2021,0,ne,Dhaka,Bangladéšská lidová republika,10,10 - Přijat,,ne,201440,Environmental Modelling,žena
25916,N-LPA,,Magisterský navazující,prezenční,05. 03. 2021,,ne,Nupaky,Česká republika,20,20 - Nepřijat -- PZ,,ne,190374,Landscape Planning,muž
37973,N-NCO,,Magisterský navazující,prezenční,30. 03. 2021,15000,ano,APPLE VALLEY,Spojené státy americké,10,10 - Přijat,22.09.2021,ano,201197,Nature Conservation,muž
