Reg. č.,Program zkratka,Obor zkr. zkratka,Typ studia,Forma,Datum přijetí př.,Školné zapl.,Potvrzení zájmu,KA - obec,KA - stát,Rozh. o přijetí - kód,Rozh. o přijetí - název,Datum zápisu,Studium,ID přihlášky,Program název,Pohlaví
52736,N-EGS,,Magisterský navazující,prezenční,15. 10. 2021,,ne,"National center of excellence in Physical Chemistry, University of Peshawar, Pakistan",Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,211493,Environmental Geosciences,muž
71266,N-EGS,,Magisterský navazující,prezenční,25. 03. 2022,,ne,"National center of excellence in Physical Chemistry, University of Peshawar, Pakistan",Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,236308,Environmental Geosciences,muž
83175,B-BEE,,Bakalářský,prezenční,05. 04. 2022,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,236351,Environmental Engineering,žena
57482,N-NCO,,Magisterský navazující,prezenční,10. 01. 2022,16500,ano,Quito,Ekvádorská republika,10,10 - Přijat,,ne,213137,Nature Conservation,žena
52699,B-BEE,,Bakalářský,prezenční,12. 10. 2021,10000,ano,Quito- La Primavera,Ekvádorská republika,10,10 - Přijat,,ne,212618,Environmental Engineering,žena
73975,B-BEDS,,Bakalářský,prezenční,28. 03. 2022,,ne,"GANDHINAGAR,GUJARAT",Indická republika,20,20 - Nepřijat -- PZ,,ne,237332,Environmental Data Science,muž
73898,B-BEDS,,Bakalářský,prezenční,28. 03. 2022,,ne,CHITTAGONG,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,237333,Environmental Data Science,muž
54037,B-BEE,,Bakalářský,prezenční,26. 11. 2021,0,ano,Ternopil,Ukrajina,10,10 - Přijat,,ne,212113,Environmental Engineering,muž
92429,B-BEE,,Bakalářský,prezenční,30. 06. 2022,0,ne,Kharkov,Ukrajina,10,10 - Přijat,,ne,242359,Environmental Engineering,muž
59771,N-ENVA,,Magisterský navazující,prezenční,23. 01. 2022,,ne,Baku,Ázerbájdžánská republika,20,20 - Nepřijat -- PZ,,ne,213818,Environmental Modelling,muž
72329,N-ENVA,,Magisterský navazující,prezenční,26. 03. 2022,,ne,Baku,Ázerbájdžánská republika,20,20 - Nepřijat -- PZ,,ne,237106,Environmental Modelling,muž
52738,B-BEE,,Bakalářský,prezenční,15. 10. 2021,0,ano,Praha (Dejvice),Česká republika,10,10 - Přijat,,ne,211835,Environmental Engineering,muž
74262,B-BEE,,Bakalářský,prezenční,28. 03. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,230642,Environmental Engineering,muž
59580,N-LPA,,Magisterský navazující,prezenční,22. 01. 2022,16500,ano,Chlef,Alžírská lidová demokratická republika,10,10 - Přijat,,ne,214019,Landscape Planning,žena
54995,B-BEDS,,Bakalářský,prezenční,11. 12. 2021,,ne,Kalibata,Indonéská republika,20,20 - Nepřijat -- PZ,,ne,212619,Environmental Data Science,žena
55705,N-NCO,,Magisterský navazující,prezenční,21. 12. 2021,,ne,Ebolowa,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,212080,Nature Conservation,muž
84516,B-BEE,,Bakalářský,prezenční,17. 04. 2022,0,ne,"North Okkalapa, Yangon",Myanmarský svaz,10,10 - Přijat,,ne,237334,Environmental Engineering,muž
68699,B-BEE,,Bakalářský,prezenční,23. 03. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,236352,Environmental Engineering,muž
57366,N-EGS,,Magisterský navazující,prezenční,09. 01. 2022,,ne,Moscow,Ruská federace,20,20 - Nepřijat -- PZ,,ne,213843,Environmental Geosciences,muž
53132,B-BEDS,,Bakalářský,prezenční,10. 11. 2021,10000,ano,Naucalpan de Juarez,Spojené státy mexické,10,10 - Přijat,21.09.2022,ano,210769,Environmental Data Science,muž
57067,B-BEE,,Bakalářský,prezenční,07. 01. 2022,10000,ano,Port Coquitlam,Kanada,10,10 - Přijat,21.09.2022,ano,213153,Environmental Engineering,muž
55348,B-BEE,,Bakalářský,prezenční,15. 12. 2021,,ne,Kushtia,Bangladéšská lidová republika,20,20 - Nepřijat -- PZ,,ne,211836,Environmental Engineering,muž
84574,B-BEDS,,Bakalářský,prezenční,17. 04. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,237335,Environmental Data Science,muž
62129,N-LPA,,Magisterský navazující,prezenční,15. 03. 2022,,ne,Dakar,Senegalská republika,20,20 - Nepřijat -- PZ,,ne,237280,Landscape Planning,muž
58734,N-LPA,,Magisterský navazující,prezenční,18. 01. 2022,,ne,"Tariq Block Garden Town Lahore, Pakistan",Ostatní,20,20 - Nepřijat -- PZ,,ne,214020,Landscape Planning,žena
54997,B-BEE,,Bakalářský,prezenční,11. 12. 2021,,ne,"Bldg no M11, Flat no 103, Sharjah, UAE",Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,211837,Environmental Engineering,muž
84335,B-BEE,,Bakalářský,prezenční,15. 04. 2022,10000,ano,Praha,Česká republika,10,10 - Přijat,19.10.2022,ano,237336,Environmental Engineering,žena
59604,N-NCO,,Magisterský navazující,prezenční,23. 01. 2022,16500,ano,"Kangra, Himachal pradesh",Indická republika,10,10 - Přijat,22.09.2022,ano,213800,Nature Conservation,žena
57295,B-BEE,,Bakalářský,prezenční,08. 01. 2022,10000,ano,"South Badda , Badda , Dhaka",Bangladéšská lidová republika,10,10 - Přijat,,ne,213154,Environmental Engineering,muž
80103,N-LPA,,Magisterský navazující,prezenční,31. 03. 2022,,ne,Shiraz,Íránská islámská republika,20,20 - Nepřijat -- PZ,,ne,237103,Landscape Planning,muž
80617,B-BEDS,,Bakalářský,prezenční,31. 03. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,238511,Environmental Data Science,žena
53080,B-BEE,,Bakalářský,prezenční,07. 11. 2021,0,ano,Kharkiv,Ukrajina,10,10 - Přijat,31.08.2022,ano,213464,Environmental Engineering,žena
59248,B-BEDS,,Bakalářský,prezenční,21. 01. 2022,0,ne,"Boalia, Rajshahi",Bangladéšská lidová republika,10,10 - Přijat,,ne,214031,Environmental Data Science,muž
85521,B-BEDS,,Bakalářský,prezenční,26. 04. 2022,0,ne,Kharkiv,Ukrajina,10,10 - Přijat,30.06.2022,ano,238936,Environmental Data Science,muž
59361,N-LPA,,Magisterský navazující,prezenční,21. 01. 2022,0,ne,Faber Virginia,Spojené státy americké,10,10 - Přijat,,ne,213869,Landscape Planning,muž
51806,B-BEDS,,Bakalářský,prezenční,09. 03. 2022,10000,ano,Sri Vijaynagar Sri Ganganagar,Indická republika,10,10 - Přijat,,ne,230643,Environmental Data Science,muž
58945,B-BEE,,Bakalářský,prezenční,19. 01. 2022,,ne,Tarn taran,Indická republika,20,20 - Nepřijat -- PZ,,ne,213439,Environmental Engineering,muž
56652,B-BEE,,Bakalářský,prezenční,04. 01. 2022,,ne,Patiala,Indická republika,20,20 - Nepřijat -- PZ,,ne,213175,Environmental Engineering,muž
54471,B-BEDS,,Bakalářský,prezenční,02. 12. 2021,0,ano,"DELHI, INDIA",Indická republika,10,10 - Přijat,,ne,214032,Environmental Data Science,muž
58106,B-BEDS,,Bakalářský,prezenční,13. 01. 2022,10000,ano,Nehvizdy,Česká republika,10,10 - Přijat,21.09.2022,ano,213440,Environmental Data Science,žena
52501,B-BEE,,Bakalářský,prezenční,02. 10. 2021,,ne,Hlaing Thar Yar Township,Myanmarský svaz,20,20 - Nepřijat -- PZ,,ne,211838,Environmental Engineering,muž
83253,B-BEE,,Bakalářský,prezenční,06. 04. 2022,,ne,Atwima Koforidua,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,237096,Environmental Engineering,muž
55536,B-BEE,,Bakalářský,prezenční,19. 12. 2021,,ne,Kursk,Ruská federace,20,20 - Nepřijat -- PZ,,ne,211839,Environmental Engineering,žena
55539,B-BEDS,,Bakalářský,prezenční,19. 12. 2021,,ne,Kursk,Ruská federace,20,20 - Nepřijat -- PZ,,ne,211840,Environmental Data Science,žena
84112,B-BEE,,Bakalářský,prezenční,12. 04. 2022,0,ano,Praha,Česká republika,10,10 - Přijat,21.09.2022,ano,237337,Environmental Engineering,žena
84117,B-BEDS,,Bakalářský,prezenční,12. 04. 2022,0,ano,Praha,Česká republika,10,10 - Přijat,,ne,237338,Environmental Data Science,žena
54958,N-ENVA,,Magisterský navazující,prezenční,10. 12. 2021,,ne,Biskra,Alžírská lidová demokratická republika,20,20 - Nepřijat -- PZ,,ne,211480,Environmental Modelling,žena
56763,B-BEDS,,Bakalářský,prezenční,05. 01. 2022,,ne,Biskra,Alžírská lidová demokratická republika,20,20 - Nepřijat -- PZ,,ne,212620,Environmental Data Science,žena
84092,B-BEDS,,Bakalářský,prezenční,12. 04. 2022,10000,ano,Shoreline,Spojené státy americké,10,10 - Přijat,26.09.2022,ano,237339,Environmental Data Science,žena
59173,B-BEDS,,Bakalářský,prezenční,20. 01. 2022,,ne,Moskva,Ruská federace,20,20 - Nepřijat -- PZ,,ne,213441,Environmental Data Science,muž
55966,N-EGS,,Magisterský navazující,prezenční,27. 12. 2021,,ne,Multan,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,212532,Environmental Geosciences,muž
53265,N-ENVA,,Magisterský navazující,prezenční,13. 11. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,213879,Environmental Modelling,muž
60131,B-BEDS,,Bakalářský,prezenční,24. 01. 2022,,ne,Milín,Česká republika,20,20 - Nepřijat -- PZ,,ne,214033,Environmental Data Science,žena
55216,N-ENVA,,Magisterský navazující,prezenční,14. 12. 2021,,ne,Sialkot,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,211481,Environmental Modelling,muž
55249,N-LPA,,Magisterský navazující,prezenční,14. 12. 2021,,ne,Sialkot,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,211850,Landscape Planning,muž
84528,N-LPA,,Magisterský navazující,prezenční,17. 04. 2022,,ne,Sialkot,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,237281,Landscape Planning,muž
84292,N-ENVA,,Magisterský navazující,prezenční,14. 04. 2022,,ne,Sialkot,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,237299,Environmental Modelling,muž
52786,B-BEDS,,Bakalářský,prezenční,20. 10. 2021,,ne,Kosofe,Ostatní,20,20 - Nepřijat -- PZ,,ne,210770,Environmental Data Science,muž
52535,N-ENVA,,Magisterský navazující,prezenční,03. 10. 2021,,ne,Kosofe,Ostatní,20,20 - Nepřijat -- PZ,,ne,211482,Environmental Modelling,muž
71942,N-ENVA,,Magisterský navazující,prezenční,26. 03. 2022,,ne,Niederdollendorf,Spolková republika Německo,20,20 - Nepřijat -- PZ,,ne,236313,Environmental Modelling,žena
53355,B-BEDS,,Bakalářský,prezenční,15. 11. 2021,,ne,Barnaul,Ruská federace,20,20 - Nepřijat -- PZ,,ne,210771,Environmental Data Science,muž
14224,B-BEDS,,Bakalářský,prezenční,22. 02. 2022,,ne,Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,230645,Environmental Data Science,muž
59091,N-NCO,,Magisterský navazující,prezenční,20. 01. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,214085,Nature Conservation,žena
84554,N-ENVA,,Magisterský navazující,prezenční,17. 04. 2022,,ne,"Madurai, Tamil Nadu",Indická republika,20,20 - Nepřijat -- PZ,,ne,237300,Environmental Modelling,muž
85522,B-BEDS,,Bakalářský,prezenční,02. 05. 2022,0,ne,Lviv,Ukrajina,10,10 - Přijat,30.06.2022,ano,238937,Environmental Data Science,muž
66601,B-BEE,,Bakalářský,prezenční,21. 03. 2022,,ne,Biškěk,Republika Kyrgyzstán,20,20 - Nepřijat -- PZ,,ne,230646,Environmental Engineering,žena
59936,N-ENVA,,Magisterský navazující,prezenční,23. 01. 2022,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,213880,Environmental Modelling,muž
14124,N-NCO,,Magisterský navazující,prezenční,22. 02. 2022,,ne,Praha (Suchdol),Česká republika,20,20 - Nepřijat -- PZ,,ne,232396,Nature Conservation,muž
84054,B-BEE,,Bakalářský,prezenční,11. 04. 2022,,ne,Abidjan,Republika Pobřeží slonoviny,20,20 - Nepřijat -- PZ,,ne,237340,Environmental Engineering,muž
53935,B-BEDS,,Bakalářský,prezenční,24. 11. 2021,10000,ano,Narva,Estonská republika,10,10 - Přijat,29.09.2022,ano,213961,Environmental Data Science,žena
55219,N-ENVA,,Magisterský navazující,prezenční,14. 12. 2021,,ne,Bishoftu,Etiopská federativní demokratická republika,20,20 - Nepřijat -- PZ,,ne,211483,Environmental Modelling,muž
27491,N-ENVA,,Magisterský navazující,prezenční,26. 02. 2022,,ne,Bishoftu,Etiopská federativní demokratická republika,20,20 - Nepřijat -- PZ,,ne,236314,Environmental Modelling,muž
56020,B-BEE,,Bakalářský,prezenční,27. 12. 2021,,ne,isparta center,Turecká republika,20,20 - Nepřijat -- PZ,,ne,212621,Environmental Engineering,muž
84272,B-BEE,,Bakalářský,prezenční,14. 04. 2022,,ne,Pavlodar,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,237341,Environmental Engineering,žena
16310,N-LPA,,Magisterský navazující,prezenční,23. 02. 2022,,ne,Owerri,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230606,Landscape Planning,žena
84250,B-BEE,,Bakalářský,prezenční,14. 04. 2022,,ne,Oyigbo,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,237342,Environmental Engineering,muž
52665,B-BEE,,Bakalářský,prezenční,11. 10. 2021,10000,ano,Nur - Sultan,Republika Kazachstán,10,10 - Přijat,18.10.2022,ano,210772,Environmental Engineering,žena
76151,B-BEE,,Bakalářský,prezenční,29. 03. 2022,,ne,Bologna,Italská republika,20,20 - Nepřijat -- PZ,,ne,230647,Environmental Engineering,muž
52532,N-NCO,,Magisterský navazující,prezenční,03. 10. 2021,16500,ano,Abeokuta,Nigérijská federativní republika,10,10 - Přijat,,ne,211629,Nature Conservation,muž
52614,N-EGS,,Magisterský navazující,prezenční,07. 10. 2021,,ne,Enugu,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211494,Environmental Geosciences,muž
84203,B-BEE,,Bakalářský,prezenční,13. 04. 2022,,ne,"Calabar, Cross River state",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,237343,Environmental Engineering,žena
74020,B-BEDS,,Bakalářský,prezenční,28. 03. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,230648,Environmental Data Science,žena
59101,N-NCO,,Magisterský navazující,prezenční,20. 01. 2022,,ne,"nigeria , edo state, benin city.",Ostatní,20,20 - Nepřijat -- PZ,,ne,213801,Nature Conservation,muž
84119,B-BEDS,,Bakalářský,prezenční,12. 04. 2022,,ne,owerri imo state,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,237097,Environmental Data Science,muž
55232,B-BEE,,Bakalářský,prezenční,14. 12. 2021,,ne,Al Ain,Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,211841,Environmental Engineering,žena
62795,B-BEDS,,Bakalářský,prezenční,16. 03. 2022,10000,ano,Al Ain,Spojené arabské emiráty,10,10 - Přijat,,ne,230649,Environmental Data Science,žena
60109,N-LPA,,Magisterský navazující,prezenční,24. 01. 2022,,ne,Székesfehérvár,Maďarsko,20,20 - Nepřijat -- PZ,,ne,214021,Landscape Planning,žena
71216,N-LPA,,Magisterský navazující,prezenční,25. 03. 2022,,ne,palakkad,Indická republika,20,20 - Nepřijat -- PZ,,ne,230607,Landscape Planning,žena
52492,N-LPA,,Magisterský navazující,prezenční,01. 10. 2021,0,ano,Iztapalapa,Spojené státy mexické,10,10 - Přijat,,ne,211851,Landscape Planning,žena
55148,N-EGS,,Magisterský navazující,prezenční,13. 12. 2021,,ne,Douala,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,213423,Environmental Geosciences,žena
63197,N-EGS,,Magisterský navazující,prezenční,16. 03. 2022,,ne,Douala,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,232388,Environmental Geosciences,žena
58545,N-LPA,,Magisterský navazující,prezenční,16. 01. 2022,,ne,"Maujpur, Delhi, India",Indická republika,20,20 - Nepřijat -- PZ,,ne,213141,Landscape Planning,muž
53094,N-ENVA,,Magisterský navazující,prezenční,08. 11. 2021,,ne,Hisar,Indická republika,20,20 - Nepřijat -- PZ,,ne,211484,Environmental Modelling,muž
82853,N-ENVA,,Magisterský navazující,prezenční,02. 04. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,236315,Environmental Modelling,žena
84361,B-BEE,,Bakalářský,prezenční,15. 04. 2022,,ne,Kumba - Cameroon,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,237344,Environmental Engineering,muž
54620,N-EGS,,Magisterský navazující,prezenční,05. 12. 2021,0,ano,BELLO,Kolumbijská republika,10,10 - Přijat,,ne,211495,Environmental Geosciences,muž
73223,B-BEDS,,Bakalářský,prezenční,27. 03. 2022,0,ano,Dnipro,Ukrajina,10,10 - Přijat,26.10.2022,ano,230650,Environmental Data Science,muž
86058,B-BEE,,Bakalářský,prezenční,10. 05. 2022,0,ne,Kyjev,Ukrajina,10,10 - Přijat,27.09.2022,ano,239195,Environmental Engineering,žena
52947,B-BEE,,Bakalářský,prezenční,01. 11. 2021,,ne,Nay Pyi Taw,Myanmarský svaz,20,20 - Nepřijat -- PZ,,ne,210773,Environmental Engineering,muž
56648,N-NCO,,Magisterský navazující,prezenční,04. 01. 2022,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,213802,Nature Conservation,muž
53262,B-BEE,,Bakalářský,prezenční,13. 11. 2021,,ne,Nanjing-Jiangsu,Čínská lidová republika,20,20 - Nepřijat -- PZ,,ne,210774,Environmental Engineering,muž
57575,B-BEE,,Bakalářský,prezenční,10. 01. 2022,10000,ano,Abuja,Nigérijská federativní republika,10,10 - Přijat,,ne,213176,Environmental Engineering,muž
95450,B-BEE,,Bakalářský,prezenční,14. 09. 2022,0,ne,Kladno,Česká republika,10,10 - Přijat,31.10.2022,ano,245257,Environmental Engineering,žena
83173,B-BEDS,,Bakalářský,prezenční,05. 04. 2022,,ne,KIGALI,Rwandská republika,20,20 - Nepřijat -- PZ,,ne,237098,Environmental Data Science,muž
56066,N-LPA,,Magisterský navazující,prezenční,28. 12. 2021,16500,ano,shiraz,Íránská islámská republika,10,10 - Přijat,,ne,213426,Landscape Planning,muž
57302,B-BEE,,Bakalářský,prezenční,08. 01. 2022,10000,ano,"Luleburgaz, Kirklareli",Turecká republika,10,10 - Přijat,21.09.2022,ano,213465,Environmental Engineering,muž
81028,B-BEE,,Bakalářský,prezenční,31. 03. 2022,,ne,Kokshetau,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,237345,Environmental Engineering,muž
