Spec. symbol,Program zkratka,Obor zkratka,Typ studia,Forma,Datum a čas zal. přihl.,Datum podání,Spr. poplatek - vypočteno,Spr. poplatek - zaplaceno,Zaplaceno,Datum úhrady,Dadtum zkompl. Zaplaceno,Datum zkompl. Adresy,Kompl. adresy,Datum zkompl. Os. údaje,Kompl. přihlášky,Datum zkompl. celé přihl.,Kompl. údajů přihl.,Datum zkompl. Údaje o přihl.,KA - obec,KA - stát
53355,B-BEDS,,Bakalářský,prezenční,15. 11. 2021 12:14,15.11.2021,750,750,ano,21.11.2021,21. 11. 2021 10:55:28,15. 11. 2021 13:18:30,ano,15. 11. 2021 12:50:29,ano,21. 11. 2021 10:55:28,ano,15. 11. 2021 12:29:03,Barnaul,Ruská federace
53690,B-BEE,,Bakalářský,prezenční,20. 11. 2021 17:37,,750,0,ne,,,09. 05. 2021 20:57:01,ano,20. 11. 2021 17:37:28,ne,,ano,20. 11. 2021 17:37:28,yaounde,Kamerunská republika
52590,N-ENVA,,Magisterský navazující,prezenční,06. 10. 2021 16:23,,750,0,ne,,,26. 09. 2021 14:48:21,ano,06. 10. 2021 16:23:40,ne,,ano,06. 10. 2021 16:23:40,chennai,Indická republika
52724,N-NCO,,Magisterský navazující,prezenční,14. 10. 2021 20:46,,750,0,ne,,,27. 03. 2021 10:59:51,ano,14. 10. 2021 20:46:29,ne,,ano,14. 10. 2021 20:46:29,Praha,Česká republika
52899,N-NCO,,Magisterský navazující,prezenční,27. 10. 2021 17:00,27.10.2021,750,0,ne,,,17. 10. 2021 21:53:54,ano,27. 10. 2021 17:00:27,ne,,ano,27. 10. 2021 17:00:28,Guatemala City,Guatemalská republika
53935,B-BEDS,,Bakalářský,prezenční,24. 11. 2021 15:29,,750,0,ne,,,01. 12. 2021 14:47:19,ano,,ne,,ano,24. 11. 2021 15:58:01,Narva,Estonská republika
52612,N-LPA,,Magisterský navazující,prezenční,07. 10. 2021 21:39,07.10.2021,750,0,ne,,,07. 10. 2021 22:21:50,ano,07. 10. 2021 22:10:13,ne,,ano,07. 10. 2021 21:41:48,Bishoftu,Etiopská federativní demokratická republika
52630,N-ENVA,,Magisterský navazující,prezenční,08. 10. 2021 22:20,,750,0,ne,,,07. 10. 2021 22:21:50,ano,08. 10. 2021 22:20:00,ne,,ano,08. 10. 2021 22:20:01,Bishoftu,Etiopská federativní demokratická republika
52631,N-ENVA,,Magisterský navazující,prezenční,08. 10. 2021 22:36,,750,0,ne,,,08. 10. 2021 22:51:26,ano,08. 10. 2021 22:46:18,ne,,ano,08. 10. 2021 22:39:28,Bishoftu,Etiopská federativní demokratická republika
55219,N-ENVA,,Magisterský navazující,prezenční,14. 12. 2021 11:58,14.12.2021,750,750,ano,14.12.2021,14. 12. 2021 12:22:04,14. 12. 2021 12:19:02,ano,14. 12. 2021 12:16:05,ano,14. 12. 2021 12:22:05,ano,14. 12. 2021 11:59:08,Bishoftu,Etiopská federativní demokratická republika
52574,B-BEE,,Bakalářský,prezenční,05. 10. 2021 19:32,,750,0,ne,,,05. 10. 2021 19:45:44,ano,05. 10. 2021 19:49:35,ne,,ano,05. 10. 2021 19:34:37,Bayraklı,Turecká republika
56020,B-BEE,,Bakalářský,prezenční,27. 12. 2021 22:17,27.12.2021,750,0,ne,,,27. 12. 2021 22:34:47,ano,27. 12. 2021 22:32:14,ne,,ano,27. 12. 2021 22:18:11,isparta center,Turecká republika
53886,N-EGS,,Magisterský navazující,prezenční,23. 11. 2021 15:17,,750,0,ne,,,,ne,,ne,,ano,23. 11. 2021 15:28:33,,
52727,N-NCO,,Magisterský navazující,prezenční,15. 10. 2021 01:27,15.10.2021,750,0,ne,,,15. 10. 2021 01:39:50,ano,15. 10. 2021 01:35:56,ne,,ano,15. 10. 2021 01:28:59,sangotedo lekki epe express way lagos state nigeria,Ostatní
52669,B-BEE,,Bakalářský,prezenční,11. 10. 2021 14:04,,750,0,ne,,,11. 10. 2021 14:18:04,ano,11. 10. 2021 14:15:33,ne,,ano,11. 10. 2021 14:06:51,Nigeria abuja,Ostatní
52670,B-BEDS,,Bakalářský,prezenční,11. 10. 2021 14:38,13.10.2021,750,0,ne,,,11. 10. 2021 14:18:04,ano,11. 10. 2021 14:38:57,ne,,ano,11. 10. 2021 14:38:58,Nigeria abuja,Ostatní
55852,N-EGS,,Magisterský navazující,prezenční,24. 12. 2021 01:51,,750,0,ne,,,24. 12. 2021 02:16:41,ano,24. 12. 2021 02:14:13,ne,,ano,24. 12. 2021 01:53:16,"Enugu, Nigeria",Nigérijská federativní republika
52665,B-BEE,,Bakalářský,prezenční,11. 10. 2021 09:25,19.10.2021,750,750,ano,08.11.2021,10. 11. 2021 05:45:55,12. 10. 2021 17:08:06,ano,11. 10. 2021 09:37:24,ano,10. 11. 2021 05:45:59,ano,11. 10. 2021 09:26:32,Nur - Sultan,Republika Kazachstán
53590,B-BEDS,,Bakalářský,prezenční,19. 11. 2021 12:34,,750,0,ne,,,18. 11. 2021 09:13:02,ano,20. 11. 2021 08:02:01,ne,,ano,19. 11. 2021 12:34:14,"Ikare Akoko, Ondo State",Nigérijská federativní republika
53640,N-LPA,,Magisterský navazující,prezenční,20. 11. 2021 07:49,20.11.2021,750,0,ne,,,18. 11. 2021 09:13:02,ano,20. 11. 2021 07:49:23,ne,,ano,20. 11. 2021 07:49:23,"Ikare Akoko, Ondo State",Nigérijská federativní republika
52532,N-NCO,,Magisterský navazující,prezenční,03. 10. 2021 20:56,04.10.2021,750,750,ano,02.11.2021,02. 11. 2021 13:58:07,14. 12. 2020 05:37:10,ano,03. 10. 2021 20:56:34,ano,02. 11. 2021 13:58:07,ano,03. 10. 2021 20:56:35,Abeokuta,Nigérijská federativní republika
52614,N-EGS,,Magisterský navazující,prezenční,07. 10. 2021 22:14,10.10.2021,750,750,ano,02.12.2021,02. 12. 2021 13:42:38,08. 10. 2021 14:23:16,ano,08. 10. 2021 14:15:30,ano,02. 12. 2021 13:42:38,ano,08. 10. 2021 10:12:36,Enugu,Nigérijská federativní republika
52636,N-NCO,,Magisterský navazující,prezenční,09. 10. 2021 08:57,,750,0,ne,,,,ne,,ne,,ne,,,
55232,B-BEE,,Bakalářský,prezenční,14. 12. 2021 14:10,14.12.2021,750,750,ano,14.12.2021,14. 12. 2021 14:30:11,14. 12. 2021 14:26:23,ano,14. 12. 2021 14:22:37,ano,14. 12. 2021 14:30:12,ano,14. 12. 2021 14:14:40,Al Ain,Spojené arabské emiráty
54169,B-BEDS,,Bakalářský,prezenční,28. 11. 2021 21:13,02.12.2021,750,0,ne,,,29. 11. 2021 21:56:13,ano,02. 12. 2021 09:36:19,ne,,ano,28. 11. 2021 21:14:47,Brno,Česká republika
52492,N-LPA,,Magisterský navazující,prezenční,01. 10. 2021 18:47,01.10.2021,750,750,ano,01.01.2022,01. 01. 2022 20:26:56,01. 10. 2021 20:14:36,ano,01. 10. 2021 20:11:09,ano,01. 01. 2022 20:26:56,ano,01. 10. 2021 18:49:30,Iztapalapa,Spojené státy mexické
52788,N-NCO,,Magisterský navazující,prezenční,20. 10. 2021 07:44,02.11.2021,750,0,ne,,,01. 10. 2021 20:14:36,ano,20. 10. 2021 07:44:41,ne,,ano,20. 10. 2021 07:44:42,Iztapalapa,Spojené státy mexické
55227,N-LPA,,Magisterský navazující,prezenční,14. 12. 2021 13:18,,750,0,ne,,,14. 12. 2021 13:35:57,ano,,ne,,ano,14. 12. 2021 13:29:03,Sofia,Bulharská republika
55148,N-EGS,,Magisterský navazující,prezenční,13. 12. 2021 11:16,13.12.2021,750,0,ne,,,13. 12. 2021 11:52:52,ano,13. 12. 2021 11:43:06,ne,,ano,13. 12. 2021 11:23:15,Douala,Kamerunská republika
55685,N-NCO,,Magisterský navazující,prezenční,21. 12. 2021 03:09,21.12.2021,750,0,ne,,,13. 12. 2021 11:52:52,ano,21. 12. 2021 03:09:46,ne,,ano,21. 12. 2021 03:09:47,Douala,Kamerunská republika
55682,N-ENVA,,Magisterský navazující,prezenční,21. 12. 2021 02:35,21.12.2021,750,0,ne,,,13. 12. 2021 11:52:52,ano,21. 12. 2021 02:35:53,ne,,ano,21. 12. 2021 02:35:53,Douala,Kamerunská republika
55683,N-LPA,,Magisterský navazující,prezenční,21. 12. 2021 02:42,21.12.2021,750,0,ne,,,13. 12. 2021 11:52:52,ano,21. 12. 2021 02:42:04,ne,,ano,21. 12. 2021 02:42:04,Douala,Kamerunská republika
55592,N-EGS,,Magisterský navazující,prezenční,20. 12. 2021 03:43,21.12.2021,750,0,ne,,,21. 12. 2021 01:57:06,ano,21. 12. 2021 01:57:57,ne,,ano,20. 12. 2021 03:44:56,Douala,Kamerunská republika
52565,N-LPA,,Magisterský navazující,prezenční,05. 10. 2021 11:45,,750,0,ne,,,05. 10. 2021 11:45:21,ano,,ne,,ano,05. 10. 2021 11:45:21,"Bengaluru, Karnataka, India",Indická republika
52637,N-NCO,,Magisterský navazující,prezenční,09. 10. 2021 10:08,,750,0,ne,,,,ne,,ne,,ano,09. 10. 2021 10:09:27,,
53094,N-ENVA,,Magisterský navazující,prezenční,08. 11. 2021 13:00,08.11.2021,750,750,ano,08.11.2021,08. 11. 2021 13:15:35,08. 11. 2021 13:09:59,ano,08. 11. 2021 13:04:59,ano,08. 11. 2021 13:15:35,ano,08. 11. 2021 13:01:09,Hisar,Indická republika
54620,N-EGS,,Magisterský navazující,prezenční,05. 12. 2021 06:58,05.12.2021,750,750,ano,05.12.2021,05. 12. 2021 07:19:51,05. 12. 2021 07:10:40,ano,05. 12. 2021 07:08:47,ano,05. 12. 2021 07:19:51,ano,05. 12. 2021 07:00:25,BELLO,Kolumbijská republika
54243,N-EGS,,Magisterský navazující,prezenční,30. 11. 2021 02:54,30.11.2021,750,0,ne,,,30. 11. 2021 03:15:47,ano,30. 11. 2021 03:13:12,ne,,ano,30. 11. 2021 02:55:13,Trivandrum,Indická republika
52947,B-BEE,,Bakalářský,prezenční,01. 11. 2021 03:43,01.11.2021,750,750,ano,02.11.2021,02. 11. 2021 13:15:22,01. 11. 2021 04:23:35,ano,01. 11. 2021 03:59:38,ano,02. 11. 2021 13:15:22,ano,01. 11. 2021 03:46:16,Nay Pyi Taw,Myanmarský svaz
56028,B-BEDS,,Bakalářský,prezenční,28. 12. 2021 06:46,,750,0,ne,,,,ne,,ne,,ne,,,
53161,N-EGS,,Magisterský navazující,prezenční,11. 11. 2021 03:37,11.11.2021,750,0,ne,,,11. 11. 2021 03:49:57,ano,11. 11. 2021 03:47:24,ne,,ano,11. 11. 2021 03:38:49,River Garden Housing Scheme Gujrat,Pákistánská islámská republika
56082,N-NCO,,Magisterský navazující,prezenční,28. 12. 2021 20:44,,750,0,ne,,,,ne,,ne,,ano,28. 12. 2021 20:49:16,,
54236,N-EGS,,Magisterský navazující,prezenční,29. 11. 2021 21:36,,750,0,ne,,,18. 12. 2021 06:27:22,ano,18. 12. 2021 06:36:39,ne,,ano,29. 11. 2021 21:38:29,Adenta-Accra,Ghanská republika
56648,N-NCO,,Magisterský navazující,prezenční,04. 01. 2022 13:51,,750,0,ne,,,04. 01. 2022 14:25:09,ano,04. 01. 2022 14:18:12,ne,,ano,04. 01. 2022 14:09:51,Accra,Ghanská republika
55522,N-EGS,,Magisterský navazující,prezenční,18. 12. 2021 21:43,,750,0,ne,,,18. 12. 2021 21:58:21,ano,18. 12. 2021 21:53:26,ne,,ano,18. 12. 2021 21:45:46,Asankrangwa,Ghanská republika
54887,B-BEDS,,Bakalářský,prezenční,09. 12. 2021 00:05,09.12.2021,750,0,ne,,,09. 12. 2021 00:37:38,ano,09. 12. 2021 00:28:24,ne,,ano,09. 12. 2021 00:07:48,Yes,Nigérijská federativní republika
53710,N-EGS,,Magisterský navazující,prezenční,21. 11. 2021 09:19,21.11.2021,750,0,ne,,,15. 03. 2021 12:22:50,ano,21. 11. 2021 09:19:05,ne,,ano,21. 11. 2021 09:19:06,Lefkosa,Kyperská republika
53262,B-BEE,,Bakalářský,prezenční,13. 11. 2021 15:37,13.11.2021,750,750,ano,22.11.2021,22. 11. 2021 19:05:32,13. 11. 2021 15:56:57,ano,13. 11. 2021 15:50:20,ano,22. 11. 2021 19:05:33,ano,13. 11. 2021 15:39:15,Nanjing-Jiangsu,Čínská lidová republika
56066,N-LPA,,Magisterský navazující,prezenční,28. 12. 2021 15:27,28.12.2021,750,0,ne,,,28. 12. 2021 15:44:08,ano,28. 12. 2021 15:40:07,ne,,ano,28. 12. 2021 15:29:28,shiraz,Íránská islámská republika
52758,N-LPA,,Magisterský navazující,prezenční,17. 10. 2021 18:26,18.10.2021,750,0,ne,,,18. 10. 2021 13:29:02,ano,18. 10. 2021 13:30:39,ne,,ano,18. 10. 2021 12:54:59,Tizi Ouzou,Alžírská lidová demokratická republika
54205,B-BEDS,,Bakalářský,prezenční,29. 11. 2021 14:45,,750,0,ne,,,29. 11. 2021 14:52:38,ano,29. 11. 2021 14:51:19,ne,,ano,29. 11. 2021 14:47:32,Rivne,Ukrajina
52860,B-BEDS,,Bakalářský,prezenční,24. 10. 2021 02:43,,750,0,ne,,,20. 04. 2021 15:04:06,ano,24. 10. 2021 02:43:35,ne,,ano,24. 10. 2021 02:43:35,Sharm el Sheikh,Egyptská arabská republika
55756,B-BEDS,,Bakalářský,prezenční,22. 12. 2021 10:57,,750,0,ne,,,,ne,,ne,,ano,22. 12. 2021 10:59:56,,
